Far field
"Plane Wave Phi"[deg]	"1Bladde3D_Plastic_V2_er7_oneside261PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside263PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside250PEC [dBsm]"	"1Bladde3D_all_er5 [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside256PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside251_259_260PEC [dBsm]"	
-1.13976000E+02	-3.70525553E+01	-4.98137918E+01	-3.43720726E+01	-8.45148763E+01	-5.05363594E+01	-5.35636982E+01	
-1.13940000E+02	-3.70807211E+01	-4.98430420E+01	-3.43966652E+01	-8.44425601E+01	-5.05220258E+01	-5.35767702E+01	
-1.13904000E+02	-3.71102227E+01	-4.98714199E+01	-3.44228974E+01	-8.43740574E+01	-5.05077700E+01	-5.35896803E+01	
-1.13868000E+02	-3.71411802E+01	-4.98988454E+01	-3.44507757E+01	-8.43093952E+01	-5.04935827E+01	-5.36024112E+01	
-1.13832000E+02	-3.71735584E+01	-4.99253951E+01	-3.44802790E+01	-8.42484900E+01	-5.04794683E+01	-5.36149992E+01	
-1.13796000E+02	-3.72074837E+01	-4.99510021E+01	-3.45114274E+01	-8.41913228E+01	-5.04654124E+01	-5.36274197E+01	
-1.13760000E+02	-3.72429649E+01	-4.99757972E+01	-3.45442248E+01	-8.41378419E+01	-5.04514151E+01	-5.36397021E+01	
-1.13724000E+02	-3.72796906E+01	-4.99996128E+01	-3.45786777E+01	-8.40880199E+01	-5.04374588E+01	-5.36518362E+01	
-1.13688000E+02	-3.73180871E+01	-5.00223375E+01	-3.46147860E+01	-8.40418269E+01	-5.04235585E+01	-5.36638406E+01	
-1.13652000E+02	-3.73578091E+01	-5.00440804E+01	-3.46525149E+01	-8.39992464E+01	-5.04096856E+01	-5.36757308E+01	
-1.13616000E+02	-3.73992040E+01	-5.00647754E+01	-3.46919677E+01	-8.39602270E+01	-5.03958486E+01	-5.36875075E+01	
-1.13580000E+02	-3.74418737E+01	-5.00845404E+01	-3.47329942E+01	-8.39248161E+01	-5.03820418E+01	-5.36991772E+01	
-1.13544000E+02	-3.74862334E+01	-5.01032266E+01	-3.47757665E+01	-8.38929179E+01	-5.03682516E+01	-5.37107512E+01	
-1.13508000E+02	-3.75320843E+01	-5.01208290E+01	-3.48201158E+01	-8.38645259E+01	-5.03544763E+01	-5.37222265E+01	
-1.13472000E+02	-3.75793299E+01	-5.01373177E+01	-3.48661769E+01	-8.38396449E+01	-5.03407028E+01	-5.37336283E+01	
-1.13436000E+02	-3.76282390E+01	-5.01528238E+01	-3.49139159E+01	-8.38182761E+01	-5.03269407E+01	-5.37449720E+01	
-1.13400000E+02	-3.76784767E+01	-5.01671666E+01	-3.49632719E+01	-8.38003725E+01	-5.03131648E+01	-5.37562508E+01	
-1.13364000E+02	-3.77302770E+01	-5.01805465E+01	-3.50143748E+01	-8.37859686E+01	-5.02993868E+01	-5.37674648E+01	
-1.13328000E+02	-3.77836530E+01	-5.01926026E+01	-3.50670883E+01	-8.37750436E+01	-5.02855883E+01	-5.37786509E+01	
-1.13292000E+02	-3.78384388E+01	-5.02037332E+01	-3.51215133E+01	-8.37675846E+01	-5.02717685E+01	-5.37897988E+01	
-1.13256000E+02	-3.78947004E+01	-5.02136189E+01	-3.51776043E+01	-8.37636022E+01	-5.02579287E+01	-5.38009339E+01	
-1.13220000E+02	-3.79525397E+01	-5.02224951E+01	-3.52353256E+01	-8.37630823E+01	-5.02440480E+01	-5.38120331E+01	
-1.13184000E+02	-3.80119360E+01	-5.02301605E+01	-3.52948478E+01	-8.37660784E+01	-5.02301265E+01	-5.38231591E+01	
-1.13148000E+02	-3.80727008E+01	-5.02366872E+01	-3.53559885E+01	-8.37725323E+01	-5.02161664E+01	-5.38342884E+01	
-1.13112000E+02	-3.81353351E+01	-5.02419687E+01	-3.54188244E+01	-8.37824989E+01	-5.02021571E+01	-5.38454284E+01	
-1.13076000E+02	-3.81990993E+01	-5.02461730E+01	-3.54833973E+01	-8.37959838E+01	-5.01880893E+01	-5.38565960E+01	
-1.13040000E+02	-3.82644967E+01	-5.02492173E+01	-3.55496425E+01	-8.38129732E+01	-5.01739640E+01	-5.38678140E+01	
-1.13004000E+02	-3.83315604E+01	-5.02511218E+01	-3.56175668E+01	-8.38335217E+01	-5.01597678E+01	-5.38790704E+01	
-1.12968000E+02	-3.84000477E+01	-5.02519453E+01	-3.56872176E+01	-8.38576271E+01	-5.01455066E+01	-5.38903908E+01	
-1.12932000E+02	-3.84699867E+01	-5.02514613E+01	-3.57586678E+01	-8.38853157E+01	-5.01311661E+01	-5.39017765E+01	
-1.12896000E+02	-3.85413849E+01	-5.02499146E+01	-3.58317762E+01	-8.39166141E+01	-5.01167412E+01	-5.39132444E+01	
-1.12860000E+02	-3.86142757E+01	-5.02472348E+01	-3.59066155E+01	-8.39515462E+01	-5.01022432E+01	-5.39247899E+01	
-1.12824000E+02	-3.86887526E+01	-5.02433162E+01	-3.59831928E+01	-8.39901585E+01	-5.00876531E+01	-5.39364542E+01	
-1.12788000E+02	-3.87646707E+01	-5.02382554E+01	-3.60615109E+01	-8.40324638E+01	-5.00729689E+01	-5.39482154E+01	
-1.12752000E+02	-3.88420347E+01	-5.02321229E+01	-3.61415486E+01	-8.40785082E+01	-5.00581975E+01	-5.39600888E+01	
-1.12716000E+02	-3.89207011E+01	-5.02249513E+01	-3.62234114E+01	-8.41283328E+01	-5.00433327E+01	-5.39720963E+01	
-1.12680000E+02	-3.90012101E+01	-5.02164528E+01	-3.63069808E+01	-8.41819796E+01	-5.00283505E+01	-5.39842451E+01	
-1.12644000E+02	-3.90829112E+01	-5.02069611E+01	-3.63922626E+01	-8.42394963E+01	-5.00132715E+01	-5.39965273E+01	
-1.12608000E+02	-3.91662519E+01	-5.01963875E+01	-3.64793987E+01	-8.43009330E+01	-4.99980812E+01	-5.40089805E+01	
-1.12572000E+02	-3.92509777E+01	-5.01845746E+01	-3.65682997E+01	-8.43663355E+01	-4.99827821E+01	-5.40215668E+01	
-1.12536000E+02	-3.93369120E+01	-5.01718614E+01	-3.66589483E+01	-8.44357792E+01	-4.99673726E+01	-5.40343555E+01	
-1.12500000E+02	-3.94242354E+01	-5.01579308E+01	-3.67514099E+01	-8.45093097E+01	-4.99518503E+01	-5.40472875E+01	
-1.12464000E+02	-3.95130230E+01	-5.01430843E+01	-3.68456564E+01	-8.45869902E+01	-4.99362088E+01	-5.40604273E+01	
-1.12428000E+02	-3.96030890E+01	-5.01269948E+01	-3.69416372E+01	-8.46689211E+01	-4.99204489E+01	-5.40737485E+01	
-1.12392000E+02	-3.96944488E+01	-5.01099427E+01	-3.70394882E+01	-8.47551326E+01	-4.99045730E+01	-5.40872711E+01	
-1.12356000E+02	-3.97870528E+01	-5.00918988E+01	-3.71392001E+01	-8.48457437E+01	-4.98885805E+01	-5.41010120E+01	
-1.12320000E+02	-3.98810986E+01	-5.00728955E+01	-3.72407185E+01	-8.49408191E+01	-4.98724681E+01	-5.41149471E+01	
-1.12284000E+02	-3.99763439E+01	-5.00527916E+01	-3.73440242E+01	-8.50404608E+01	-4.98562308E+01	-5.41291143E+01	
-1.12248000E+02	-4.00726788E+01	-5.00316903E+01	-3.74492499E+01	-8.51447693E+01	-4.98398805E+01	-5.41435111E+01	
-1.12212000E+02	-4.01701358E+01	-5.00097545E+01	-3.75562526E+01	-8.52538356E+01	-4.98234056E+01	-5.41581285E+01	
-1.12176000E+02	-4.02686318E+01	-4.99867436E+01	-3.76651588E+01	-8.53678029E+01	-4.98068116E+01	-5.41729802E+01	
-1.12140000E+02	-4.03683837E+01	-4.99628866E+01	-3.77759799E+01	-8.54867409E+01	-4.97901045E+01	-5.41880857E+01	
-1.12104000E+02	-4.04690700E+01	-4.99380188E+01	-3.78886213E+01	-8.56108029E+01	-4.97732745E+01	-5.42034208E+01	
-1.12068000E+02	-4.05706290E+01	-4.99123822E+01	-3.80031257E+01	-8.57401613E+01	-4.97563295E+01	-5.42190204E+01	
-1.12032000E+02	-4.06731665E+01	-4.98857816E+01	-3.81195931E+01	-8.58748669E+01	-4.97392730E+01	-5.42348565E+01	
-1.11996000E+02	-4.07763393E+01	-4.98583349E+01	-3.82380004E+01	-8.60151437E+01	-4.97221094E+01	-5.42509607E+01	
-1.11960000E+02	-4.08802987E+01	-4.98300550E+01	-3.83582596E+01	-8.61611915E+01	-4.97048271E+01	-5.42673258E+01	
-1.11924000E+02	-4.09850237E+01	-4.98008826E+01	-3.84805220E+01	-8.63131131E+01	-4.96874399E+01	-5.42839533E+01	
-1.11888000E+02	-4.10903211E+01	-4.97709362E+01	-3.86047264E+01	-8.64710957E+01	-4.96699493E+01	-5.43008337E+01	
-1.11852000E+02	-4.11960673E+01	-4.97401848E+01	-3.87308642E+01	-8.66354041E+01	-4.96523513E+01	-5.43179923E+01	
-1.11816000E+02	-4.13023283E+01	-4.97087313E+01	-3.88589457E+01	-8.68062130E+01	-4.96346551E+01	-5.43354260E+01	
-1.11780000E+02	-4.14086802E+01	-4.96764645E+01	-3.89890410E+01	-8.69837949E+01	-4.96168693E+01	-5.43531051E+01	
-1.11744000E+02	-4.15154401E+01	-4.96434637E+01	-3.91212130E+01	-8.71683258E+01	-4.95989890E+01	-5.43710866E+01	
-1.11708000E+02	-4.16220744E+01	-4.96097108E+01	-3.92553705E+01	-8.73601216E+01	-4.95810226E+01	-5.43893112E+01	
-1.11672000E+02	-4.17288580E+01	-4.95753378E+01	-3.93915723E+01	-8.75595069E+01	-4.95629698E+01	-5.44078266E+01	
-1.11636000E+02	-4.18355880E+01	-4.95402427E+01	-3.95299557E+01	-8.77666949E+01	-4.95448386E+01	-5.44265912E+01	
-1.11600000E+02	-4.19419573E+01	-4.95044116E+01	-3.96703020E+01	-8.79821199E+01	-4.95266275E+01	-5.44456410E+01	
-1.11564000E+02	-4.20477433E+01	-4.94680382E+01	-3.98127747E+01	-8.82061206E+01	-4.95083527E+01	-5.44649516E+01	
-1.11528000E+02	-4.21531225E+01	-4.94310400E+01	-3.99573155E+01	-8.84390717E+01	-4.94900056E+01	-5.44845449E+01	
-1.11492000E+02	-4.22575787E+01	-4.93933453E+01	-4.01041645E+01	-8.86813575E+01	-4.94716009E+01	-5.45043820E+01	
-1.11456000E+02	-4.23613376E+01	-4.93551183E+01	-4.02530844E+01	-8.89335436E+01	-4.94531353E+01	-5.45244949E+01	
-1.11420000E+02	-4.24642033E+01	-4.93163241E+01	-4.04043317E+01	-8.91960020E+01	-4.94346289E+01	-5.45448598E+01	
-1.11384000E+02	-4.25656219E+01	-4.92769580E+01	-4.05576549E+01	-8.94693550E+01	-4.94160680E+01	-5.45654825E+01	
-1.11348000E+02	-4.26657825E+01	-4.92370137E+01	-4.07134209E+01	-8.97542242E+01	-4.93974707E+01	-5.45863638E+01	
-1.11312000E+02	-4.27641359E+01	-4.91966645E+01	-4.08714488E+01	-9.00511553E+01	-4.93788375E+01	-5.46074775E+01	
-1.11276000E+02	-4.28607627E+01	-4.91557363E+01	-4.10317760E+01	-9.03608230E+01	-4.93601808E+01	-5.46288535E+01	
-1.11240000E+02	-4.29555813E+01	-4.91143239E+01	-4.11944985E+01	-9.06841272E+01	-4.93414924E+01	-5.46504647E+01	
-1.11204000E+02	-4.30482127E+01	-4.90724539E+01	-4.13596276E+01	-9.10217628E+01	-4.93227895E+01	-5.46723102E+01	
-1.11168000E+02	-4.31387782E+01	-4.90301451E+01	-4.15272866E+01	-9.13746330E+01	-4.93040789E+01	-5.46943860E+01	
-1.11132000E+02	-4.32264931E+01	-4.89873338E+01	-4.16974693E+01	-9.17437177E+01	-4.92853541E+01	-5.47167011E+01	
-1.11096000E+02	-4.33116727E+01	-4.89441724E+01	-4.18701536E+01	-9.21300963E+01	-4.92666331E+01	-5.47392133E+01	
-1.11060000E+02	-4.33941363E+01	-4.89005665E+01	-4.20454363E+01	-9.25347552E+01	-4.92479218E+01	-5.47619437E+01	
-1.11024000E+02	-4.34730933E+01	-4.88565686E+01	-4.22234736E+01	-9.29590114E+01	-4.92292081E+01	-5.47848751E+01	
-1.10988000E+02	-4.35490481E+01	-4.88121930E+01	-4.24041710E+01	-9.34040121E+01	-4.92105271E+01	-5.48080097E+01	
-1.10952000E+02	-4.36216641E+01	-4.87675072E+01	-4.25878990E+01	-9.38710753E+01	-4.91918653E+01	-5.48313293E+01	
-1.10916000E+02	-4.36905262E+01	-4.87223141E+01	-4.27743500E+01	-9.43613611E+01	-4.91732267E+01	-5.48548413E+01	
-1.10880000E+02	-4.37556647E+01	-4.86770203E+01	-4.29636775E+01	-9.48761309E+01	-4.91546276E+01	-5.48785192E+01	
-1.10844000E+02	-4.38172405E+01	-4.86312845E+01	-4.31563259E+01	-9.54161938E+01	-4.91360656E+01	-5.49023608E+01	
-1.10808000E+02	-4.38746074E+01	-4.85852682E+01	-4.33520150E+01	-9.59821357E+01	-4.91175550E+01	-5.49263730E+01	
-1.10772000E+02	-4.39278643E+01	-4.85390574E+01	-4.35509338E+01	-9.65736830E+01	-4.90990871E+01	-5.49505242E+01	
-1.10736000E+02	-4.39770791E+01	-4.84924424E+01	-4.37532537E+01	-9.71893112E+01	-4.90806865E+01	-5.49748249E+01	
-1.10700000E+02	-4.40218472E+01	-4.84456217E+01	-4.39590861E+01	-9.78257333E+01	-4.90623392E+01	-5.49992673E+01	
-1.10664000E+02	-4.40626190E+01	-4.83985399E+01	-4.41683921E+01	-9.84761673E+01	-4.90440727E+01	-5.50238115E+01	
-1.10628000E+02	-4.40987236E+01	-4.83512107E+01	-4.43816102E+01	-9.91297446E+01	-4.90258697E+01	-5.50484730E+01	
-1.10592000E+02	-4.41302860E+01	-4.83037242E+01	-4.45986996E+01	-9.97688957E+01	-4.90077424E+01	-5.50732240E+01	
-1.10556000E+02	-4.41577694E+01	-4.82559544E+01	-4.48197271E+01	-1.00367757E+02	-4.89896971E+01	-5.50980878E+01	
-1.10520000E+02	-4.41811140E+01	-4.82080683E+01	-4.50450559E+01	-1.00892226E+02	-4.89717440E+01	-5.51230230E+01	
-1.10484000E+02	-4.42000360E+01	-4.81599190E+01	-4.52749205E+01	-1.01301137E+02	-4.89538783E+01	-5.51480511E+01	
-1.10448000E+02	-4.42144944E+01	-4.81116328E+01	-4.55093275E+01	-1.01553980E+02	-4.89361178E+01	-5.51731183E+01	
-1.10412000E+02	-4.42247239E+01	-4.80632645E+01	-4.57485648E+01	-1.01621315E+02	-4.89184492E+01	-5.51982564E+01	
-1.10376000E+02	-4.42312676E+01	-4.80146447E+01	-4.59927458E+01	-1.01495800E+02	-4.89008971E+01	-5.52234181E+01	
-1.10340000E+02	-4.42336758E+01	-4.79659473E+01	-4.62424925E+01	-1.01194683E+02	-4.88834379E+01	-5.52486063E+01	
-1.10304000E+02	-4.42319176E+01	-4.79170944E+01	-4.64975746E+01	-1.00752999E+02	-4.88661038E+01	-5.52738223E+01	
-1.10268000E+02	-4.42270685E+01	-4.78681284E+01	-4.67588680E+01	-1.00213019E+02	-4.88488846E+01	-5.52990472E+01	
-1.10232000E+02	-4.42183076E+01	-4.78190487E+01	-4.70261358E+01	-9.96132504E+01	-4.88317753E+01	-5.53242714E+01	
-1.10196000E+02	-4.42064547E+01	-4.77698497E+01	-4.73000395E+01	-9.89848782E+01	-4.88147942E+01	-5.53494809E+01	
-1.10160000E+02	-4.41911013E+01	-4.77207036E+01	-4.75805958E+01	-9.83500152E+01	-4.87979384E+01	-5.53746749E+01	
-1.10124000E+02	-4.41729055E+01	-4.76713326E+01	-4.78687009E+01	-9.77233650E+01	-4.87812124E+01	-5.53998229E+01	
-1.10088000E+02	-4.41519080E+01	-4.76219846E+01	-4.81643169E+01	-9.71139242E+01	-4.87646066E+01	-5.54249384E+01	
-1.10052000E+02	-4.41283118E+01	-4.75725441E+01	-4.84681156E+01	-9.65267995E+01	-4.87481450E+01	-5.54499854E+01	
-1.10016000E+02	-4.41022542E+01	-4.75230332E+01	-4.87806699E+01	-9.59645664E+01	-4.87318077E+01	-5.54749898E+01	
-1.09980000E+02	-4.40740202E+01	-4.74735466E+01	-4.91020297E+01	-9.54282078E+01	-4.87155985E+01	-5.54998957E+01	
-1.09944000E+02	-4.40435507E+01	-4.74240203E+01	-4.94332044E+01	-9.49174953E+01	-4.86995372E+01	-5.55247385E+01	
-1.09908000E+02	-4.40115081E+01	-4.73744341E+01	-4.97748591E+01	-9.44318390E+01	-4.86836130E+01	-5.55494569E+01	
-1.09872000E+02	-4.39777760E+01	-4.73248873E+01	-5.01266375E+01	-9.39701908E+01	-4.86678324E+01	-5.55740914E+01	
-1.09836000E+02	-4.39425598E+01	-4.72753266E+01	-5.04899996E+01	-9.35312432E+01	-4.86521849E+01	-5.55986105E+01	
-1.09800000E+02	-4.39062120E+01	-4.72258010E+01	-5.08653453E+01	-9.31138328E+01	-4.86366889E+01	-5.56230007E+01	
-1.09764000E+02	-4.38689457E+01	-4.71762445E+01	-5.12531019E+01	-9.27166600E+01	-4.86213240E+01	-5.56472646E+01	
-1.09728000E+02	-4.38305720E+01	-4.71268074E+01	-5.16536352E+01	-9.23385774E+01	-4.86060958E+01	-5.56713884E+01	
-1.09692000E+02	-4.37915875E+01	-4.70773030E+01	-5.20673671E+01	-9.19783332E+01	-4.85910158E+01	-5.56953596E+01	
-1.09656000E+02	-4.37520694E+01	-4.70278689E+01	-5.24951276E+01	-9.16349156E+01	-4.85760762E+01	-5.57191854E+01	
-1.09620000E+02	-4.37123281E+01	-4.69784749E+01	-5.29363064E+01	-9.13072553E+01	-4.85612793E+01	-5.57428530E+01	
-1.09584000E+02	-4.36722482E+01	-4.69291966E+01	-5.33898981E+01	-9.09945578E+01	-4.85466118E+01	-5.57663258E+01	
-1.09548000E+02	-4.36322747E+01	-4.68798831E+01	-5.38558478E+01	-9.06957923E+01	-4.85320772E+01	-5.57896315E+01	
-1.09512000E+02	-4.35923139E+01	-4.68307289E+01	-5.43328580E+01	-9.04102749E+01	-4.85176918E+01	-5.58127609E+01	
-1.09476000E+02	-4.35526180E+01	-4.67816194E+01	-5.48169198E+01	-9.01372198E+01	-4.85034349E+01	-5.58357012E+01	
-1.09440000E+02	-4.35135567E+01	-4.67326029E+01	-5.53050046E+01	-8.98759742E+01	-4.84893167E+01	-5.58584277E+01	
-1.09404000E+02	-4.34746756E+01	-4.66836256E+01	-5.57908181E+01	-8.96259284E+01	-4.84753145E+01	-5.58809631E+01	
-1.09368000E+02	-4.34365165E+01	-4.66348346E+01	-5.62637323E+01	-8.93864874E+01	-4.84614502E+01	-5.59033003E+01	
-1.09332000E+02	-4.33990827E+01	-4.65861510E+01	-5.67149688E+01	-8.91571845E+01	-4.84476998E+01	-5.59253990E+01	
-1.09296000E+02	-4.33625030E+01	-4.65374922E+01	-5.71288953E+01	-8.89374834E+01	-4.84340836E+01	-5.59473073E+01	
-1.09260000E+02	-4.33272230E+01	-4.64889444E+01	-5.74869741E+01	-8.87269689E+01	-4.84205727E+01	-5.59689987E+01	
-1.09224000E+02	-4.32926690E+01	-4.64406051E+01	-5.77717419E+01	-8.85251783E+01	-4.84071879E+01	-5.59904511E+01	
-1.09188000E+02	-4.32593099E+01	-4.63923532E+01	-5.79626122E+01	-8.83317842E+01	-4.83939122E+01	-5.60117044E+01	
-1.09152000E+02	-4.32271868E+01	-4.63442385E+01	-5.80459600E+01	-8.81463964E+01	-4.83807405E+01	-5.60327063E+01	
-1.09116000E+02	-4.31961162E+01	-4.62962312E+01	-5.80137699E+01	-8.79687058E+01	-4.83676727E+01	-5.60534943E+01	
-1.09080000E+02	-4.31665854E+01	-4.62484438E+01	-5.78665722E+01	-8.77983879E+01	-4.83547044E+01	-5.60740513E+01	
-1.09044000E+02	-4.31386070E+01	-4.62007934E+01	-5.76147430E+01	-8.76351945E+01	-4.83418293E+01	-5.60943669E+01	
-1.09008000E+02	-4.31121492E+01	-4.61532074E+01	-5.72728745E+01	-8.74788173E+01	-4.83290583E+01	-5.61144729E+01	
-1.08972000E+02	-4.30870281E+01	-4.61058481E+01	-5.68596674E+01	-8.73290463E+01	-4.83163563E+01	-5.61343449E+01	
-1.08936000E+02	-4.30636772E+01	-4.60586303E+01	-5.63956813E+01	-8.71855983E+01	-4.83037518E+01	-5.61539753E+01	
-1.08900000E+02	-4.30419709E+01	-4.60116289E+01	-5.58968308E+01	-8.70483183E+01	-4.82912164E+01	-5.61733729E+01	
-1.08864000E+02	-4.30221006E+01	-4.59647567E+01	-5.53775438E+01	-8.69169886E+01	-4.82787491E+01	-5.61925645E+01	
-1.08828000E+02	-4.30038355E+01	-4.59180085E+01	-5.48497668E+01	-8.67913966E+01	-4.82663505E+01	-5.62115271E+01	
-1.08792000E+02	-4.29874761E+01	-4.58715085E+01	-5.43205121E+01	-8.66713801E+01	-4.82540248E+01	-5.62302724E+01	
-1.08756000E+02	-4.29731692E+01	-4.58252674E+01	-5.37965190E+01	-8.65567753E+01	-4.82417472E+01	-5.62487906E+01	
-1.08720000E+02	-4.29605150E+01	-4.57790970E+01	-5.32810937E+01	-8.64474404E+01	-4.82295199E+01	-5.62671106E+01	
-1.08684000E+02	-4.29498601E+01	-4.57331400E+01	-5.27775319E+01	-8.63432217E+01	-4.82173387E+01	-5.62852021E+01	
-1.08648000E+02	-4.29409401E+01	-4.56873714E+01	-5.22870851E+01	-8.62439690E+01	-4.82051944E+01	-5.63030870E+01	
-1.08612000E+02	-4.29342849E+01	-4.56418089E+01	-5.18104849E+01	-8.61495529E+01	-4.81930874E+01	-5.63207788E+01	
-1.08576000E+02	-4.29295086E+01	-4.55964757E+01	-5.13480933E+01	-8.60598565E+01	-4.81810134E+01	-5.63382702E+01	
-1.08540000E+02	-4.29266686E+01	-4.55513221E+01	-5.09001160E+01	-8.59747547E+01	-4.81689485E+01	-5.63555784E+01	
-1.08504000E+02	-4.29262805E+01	-4.55064356E+01	-5.04661044E+01	-8.58941569E+01	-4.81569061E+01	-5.63727012E+01	
-1.08468000E+02	-4.29276975E+01	-4.54617005E+01	-5.00460322E+01	-8.58179730E+01	-4.81448906E+01	-5.63896349E+01	
-1.08432000E+02	-4.29311165E+01	-4.54171414E+01	-4.96391600E+01	-8.57460413E+01	-4.81328524E+01	-5.64063970E+01	
-1.08396000E+02	-4.29370363E+01	-4.53728026E+01	-4.92449236E+01	-8.56783376E+01	-4.81208286E+01	-5.64229924E+01	
-1.08360000E+02	-4.29446003E+01	-4.53287195E+01	-4.88629244E+01	-8.56147637E+01	-4.81087918E+01	-5.64394350E+01	
-1.08324000E+02	-4.29546640E+01	-4.52848178E+01	-4.84927301E+01	-8.55552059E+01	-4.80967365E+01	-5.64557126E+01	
-1.08288000E+02	-4.29667480E+01	-4.52412074E+01	-4.81335975E+01	-8.54996194E+01	-4.80846751E+01	-5.64718471E+01	
-1.08252000E+02	-4.29810414E+01	-4.51977884E+01	-4.77852029E+01	-8.54478959E+01	-4.80725918E+01	-5.64878495E+01	
-1.08216000E+02	-4.29973047E+01	-4.51545355E+01	-4.74466113E+01	-8.54000020E+01	-4.80604719E+01	-5.65037066E+01	
-1.08180000E+02	-4.30156479E+01	-4.51115726E+01	-4.71178807E+01	-8.53558355E+01	-4.80483168E+01	-5.65194556E+01	
-1.08144000E+02	-4.30364163E+01	-4.50689321E+01	-4.67982628E+01	-8.53153567E+01	-4.80361134E+01	-5.65350894E+01	
-1.08108000E+02	-4.30593964E+01	-4.50262998E+01	-4.64873565E+01	-8.52784833E+01	-4.80238645E+01	-5.65506206E+01	
-1.08072000E+02	-4.30842460E+01	-4.49840268E+01	-4.61849988E+01	-8.52451776E+01	-4.80115723E+01	-5.65660325E+01	
-1.08036000E+02	-4.31113157E+01	-4.49419531E+01	-4.58903688E+01	-8.52153610E+01	-4.79992189E+01	-5.65813716E+01	
-1.08000000E+02	-4.31405829E+01	-4.49000903E+01	-4.56034449E+01	-8.51890258E+01	-4.79868110E+01	-5.65966328E+01	
-1.07964000E+02	-4.31718368E+01	-4.48585254E+01	-4.53238734E+01	-8.51660952E+01	-4.79743362E+01	-5.66118158E+01	
-1.07928000E+02	-4.32051225E+01	-4.48171339E+01	-4.50513636E+01	-8.51465092E+01	-4.79617799E+01	-5.66269353E+01	
-1.07892000E+02	-4.32409089E+01	-4.47760004E+01	-4.47854581E+01	-8.51302413E+01	-4.79491611E+01	-5.66419921E+01	
-1.07856000E+02	-4.32783895E+01	-4.47350640E+01	-4.45259343E+01	-8.51172337E+01	-4.79364632E+01	-5.66570068E+01	
-1.07820000E+02	-4.33180515E+01	-4.46943976E+01	-4.42726499E+01	-8.51074461E+01	-4.79236684E+01	-5.66719764E+01	
-1.07784000E+02	-4.33594348E+01	-4.46539482E+01	-4.40253825E+01	-8.51008614E+01	-4.79107872E+01	-5.66869123E+01	
-1.07748000E+02	-4.34030528E+01	-4.46136969E+01	-4.37837170E+01	-8.50974330E+01	-4.78978332E+01	-5.67018274E+01	
-1.07712000E+02	-4.34485899E+01	-4.45737610E+01	-4.35477370E+01	-8.50971148E+01	-4.78847768E+01	-5.67167466E+01	
-1.07676000E+02	-4.34958686E+01	-4.45339876E+01	-4.33168905E+01	-8.50998775E+01	-4.78716132E+01	-5.67316556E+01	
-1.07640000E+02	-4.35450582E+01	-4.44944272E+01	-4.30913476E+01	-8.51056637E+01	-4.78583508E+01	-5.67465608E+01	
-1.07604000E+02	-4.35959855E+01	-4.44551290E+01	-4.28706392E+01	-8.51144813E+01	-4.78449808E+01	-5.67614638E+01	
-1.07568000E+02	-4.36487087E+01	-4.44160558E+01	-4.26547269E+01	-8.51262966E+01	-4.78315058E+01	-5.67763932E+01	
-1.07532000E+02	-4.37027390E+01	-4.43772790E+01	-4.24435350E+01	-8.51410598E+01	-4.78179248E+01	-5.67913593E+01	
-1.07496000E+02	-4.37585104E+01	-4.43386276E+01	-4.22368424E+01	-8.51587451E+01	-4.78042332E+01	-5.68063499E+01	
-1.07460000E+02	-4.38156002E+01	-4.43001809E+01	-4.20344390E+01	-8.51793339E+01	-4.77904246E+01	-5.68213942E+01	
-1.07424000E+02	-4.38742205E+01	-4.42620182E+01	-4.18364867E+01	-8.52028047E+01	-4.77765086E+01	-5.68364695E+01	
-1.07388000E+02	-4.39341604E+01	-4.42241201E+01	-4.16425018E+01	-8.52291295E+01	-4.77624752E+01	-5.68515972E+01	
-1.07352000E+02	-4.39951493E+01	-4.41863506E+01	-4.14526100E+01	-8.52582642E+01	-4.77483252E+01	-5.68667917E+01	
-1.07316000E+02	-4.40569937E+01	-4.41489156E+01	-4.12665250E+01	-8.52902163E+01	-4.77340597E+01	-5.68820603E+01	
-1.07280000E+02	-4.41198381E+01	-4.41115902E+01	-4.10843970E+01	-8.53249316E+01	-4.77196803E+01	-5.68974011E+01	
-1.07244000E+02	-4.41834005E+01	-4.40744921E+01	-4.09058588E+01	-8.53624347E+01	-4.77051843E+01	-5.69128173E+01	
-1.07208000E+02	-4.42474339E+01	-4.40376364E+01	-4.07309801E+01	-8.54026808E+01	-4.76905669E+01	-5.69283265E+01	
-1.07172000E+02	-4.43118203E+01	-4.40010286E+01	-4.05596336E+01	-8.54456558E+01	-4.76758361E+01	-5.69439359E+01	
-1.07136000E+02	-4.43765590E+01	-4.39645283E+01	-4.03917827E+01	-8.54913113E+01	-4.76609861E+01	-5.69596205E+01	
-1.07100000E+02	-4.44412345E+01	-4.39283444E+01	-4.02273584E+01	-8.55396681E+01	-4.76460213E+01	-5.69754374E+01	
-1.07064000E+02	-4.45056629E+01	-4.38922285E+01	-4.00661599E+01	-8.55907134E+01	-4.76309435E+01	-5.69913295E+01	
-1.07028000E+02	-4.45699192E+01	-4.38564627E+01	-3.99081483E+01	-8.56443721E+01	-4.76157600E+01	-5.70073628E+01	
