Far field
"Plane Wave Phi"[deg]	"1Bladde3D_Plastic_V2_er7_oneside261PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside263PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside250PEC [dBsm]"	"1Bladde3D_all_er5 [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside256PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside251_259_260PEC [dBsm]"	
-1.79388000E+02	-3.54311584E+01	-3.67017549E+01	-9.49515326E+01	-1.00778025E+02	-7.70051874E+01	-6.86778647E+01	
-1.79352000E+02	-3.54735399E+01	-3.66943524E+01	-9.44056416E+01	-1.00784473E+02	-7.70227324E+01	-6.86760123E+01	
-1.79316000E+02	-3.55160140E+01	-3.66869535E+01	-9.37854679E+01	-1.00790830E+02	-7.70403012E+01	-6.86741705E+01	
-1.79280000E+02	-3.55585825E+01	-3.66795661E+01	-9.30809501E+01	-1.00797104E+02	-7.70578899E+01	-6.86723342E+01	
-1.79244000E+02	-3.56012267E+01	-3.66721880E+01	-9.22927519E+01	-1.00803287E+02	-7.70754959E+01	-6.86705047E+01	
-1.79208000E+02	-3.56439888E+01	-3.66648157E+01	-9.14313124E+01	-1.00809385E+02	-7.70931266E+01	-6.86686822E+01	
-1.79172000E+02	-3.56868264E+01	-3.66574519E+01	-9.05135109E+01	-1.00815390E+02	-7.71107798E+01	-6.86668665E+01	
-1.79136000E+02	-3.57297590E+01	-3.66500935E+01	-8.95586443E+01	-1.00821313E+02	-7.71284588E+01	-6.86650582E+01	
-1.79100000E+02	-3.57727889E+01	-3.66427403E+01	-8.85850823E+01	-1.00827148E+02	-7.71461535E+01	-6.86632591E+01	
-1.79064000E+02	-3.58159089E+01	-3.66353951E+01	-8.76083879E+01	-1.00832890E+02	-7.71638757E+01	-6.86614604E+01	
-1.79028000E+02	-3.58591240E+01	-3.66280593E+01	-8.66404600E+01	-1.00838539E+02	-7.71816153E+01	-6.86596708E+01	
-1.78992000E+02	-3.59024365E+01	-3.66207308E+01	-8.56899003E+01	-1.00844105E+02	-7.71993775E+01	-6.86578910E+01	
-1.78956000E+02	-3.59458338E+01	-3.66134082E+01	-8.47624299E+01	-1.00849583E+02	-7.72171608E+01	-6.86561148E+01	
-1.78920000E+02	-3.59893203E+01	-3.66060959E+01	-8.38615501E+01	-1.00854962E+02	-7.72349693E+01	-6.86543448E+01	
-1.78884000E+02	-3.60329173E+01	-3.65987897E+01	-8.29891850E+01	-1.00860260E+02	-7.72527965E+01	-6.86525780E+01	
-1.78848000E+02	-3.60765888E+01	-3.65914884E+01	-8.21460437E+01	-1.00865461E+02	-7.72706457E+01	-6.86508244E+01	
-1.78812000E+02	-3.61203669E+01	-3.65842012E+01	-8.13320537E+01	-1.00870570E+02	-7.72885198E+01	-6.86490762E+01	
-1.78776000E+02	-3.61642395E+01	-3.65769164E+01	-8.05466988E+01	-1.00875594E+02	-7.73064142E+01	-6.86473308E+01	
-1.78740000E+02	-3.62081980E+01	-3.65696405E+01	-7.97890376E+01	-1.00880524E+02	-7.73243322E+01	-6.86455961E+01	
-1.78704000E+02	-3.62522468E+01	-3.65623721E+01	-7.90579780E+01	-1.00885363E+02	-7.73422716E+01	-6.86438715E+01	
-1.78668000E+02	-3.62963952E+01	-3.65551096E+01	-7.83523536E+01	-1.00890108E+02	-7.73602313E+01	-6.86421484E+01	
-1.78632000E+02	-3.63406369E+01	-3.65478571E+01	-7.76709042E+01	-1.00894760E+02	-7.73782151E+01	-6.86404335E+01	
-1.78596000E+02	-3.63849772E+01	-3.65406082E+01	-7.70124149E+01	-1.00899331E+02	-7.73962216E+01	-6.86387249E+01	
-1.78560000E+02	-3.64294127E+01	-3.65333732E+01	-7.63756906E+01	-1.00903800E+02	-7.74142529E+01	-6.86370247E+01	
-1.78524000E+02	-3.64739394E+01	-3.65261367E+01	-7.57595636E+01	-1.00908184E+02	-7.74323016E+01	-6.86353283E+01	
-1.78488000E+02	-3.65185661E+01	-3.65189106E+01	-7.51629518E+01	-1.00912473E+02	-7.74503718E+01	-6.86336406E+01	
-1.78452000E+02	-3.65632789E+01	-3.65116964E+01	-7.45847724E+01	-1.00916673E+02	-7.74684641E+01	-6.86319597E+01	
-1.78416000E+02	-3.66080927E+01	-3.65044855E+01	-7.40240866E+01	-1.00920774E+02	-7.74865799E+01	-6.86302864E+01	
-1.78380000E+02	-3.66529990E+01	-3.64972841E+01	-7.34799361E+01	-1.00924781E+02	-7.75047186E+01	-6.86286185E+01	
-1.78344000E+02	-3.66980070E+01	-3.64900890E+01	-7.29514857E+01	-1.00928702E+02	-7.75228799E+01	-6.86269602E+01	
-1.78308000E+02	-3.67431008E+01	-3.64829037E+01	-7.24378943E+01	-1.00932525E+02	-7.75410626E+01	-6.86253067E+01	
-1.78272000E+02	-3.67882937E+01	-3.64757264E+01	-7.19384477E+01	-1.00936263E+02	-7.75592697E+01	-6.86236621E+01	
-1.78236000E+02	-3.68335807E+01	-3.64685547E+01	-7.14524161E+01	-1.00939905E+02	-7.75774966E+01	-6.86220214E+01	
-1.78200000E+02	-3.68789593E+01	-3.64613909E+01	-7.09791145E+01	-1.00943449E+02	-7.75957500E+01	-6.86203931E+01	
-1.78164000E+02	-3.69244534E+01	-3.64542320E+01	-7.05179754E+01	-1.00946906E+02	-7.76140198E+01	-6.86187683E+01	
-1.78128000E+02	-3.69700212E+01	-3.64470841E+01	-7.00683707E+01	-1.00950264E+02	-7.76323149E+01	-6.86171510E+01	
-1.78092000E+02	-3.70157117E+01	-3.64399419E+01	-6.96297891E+01	-1.00953530E+02	-7.76506340E+01	-6.86155432E+01	
-1.78056000E+02	-3.70614623E+01	-3.64328049E+01	-6.92017357E+01	-1.00956706E+02	-7.76689734E+01	-6.86139381E+01	
-1.78020000E+02	-3.71073318E+01	-3.64256762E+01	-6.87837253E+01	-1.00959783E+02	-7.76873411E+01	-6.86123452E+01	
-1.77984000E+02	-3.71533081E+01	-3.64185580E+01	-6.83752963E+01	-1.00962771E+02	-7.77057247E+01	-6.86107553E+01	
-1.77948000E+02	-3.71993615E+01	-3.64114402E+01	-6.79760649E+01	-1.00965661E+02	-7.77241332E+01	-6.86091759E+01	
-1.77912000E+02	-3.72455187E+01	-3.64043405E+01	-6.75856064E+01	-1.00968460E+02	-7.77425662E+01	-6.86076039E+01	
-1.77876000E+02	-3.72917690E+01	-3.63972447E+01	-6.72035870E+01	-1.00971165E+02	-7.77610220E+01	-6.86060332E+01	
-1.77840000E+02	-3.73381221E+01	-3.63901533E+01	-6.68296285E+01	-1.00973781E+02	-7.77795026E+01	-6.86044753E+01	
-1.77804000E+02	-3.73845630E+01	-3.63830704E+01	-6.64634287E+01	-1.00976302E+02	-7.77980006E+01	-6.86029246E+01	
-1.77768000E+02	-3.74311127E+01	-3.63759984E+01	-6.61046559E+01	-1.00978733E+02	-7.78165234E+01	-6.86013783E+01	
-1.77732000E+02	-3.74777579E+01	-3.63689280E+01	-6.57530417E+01	-1.00981070E+02	-7.78350712E+01	-6.85998434E+01	
-1.77696000E+02	-3.75245045E+01	-3.63618689E+01	-6.54083164E+01	-1.00983309E+02	-7.78536365E+01	-6.85983119E+01	
-1.77660000E+02	-3.75713260E+01	-3.63548175E+01	-6.50702004E+01	-1.00985460E+02	-7.78722286E+01	-6.85967878E+01	
-1.77624000E+02	-3.76182633E+01	-3.63477685E+01	-6.47384564E+01	-1.00987511E+02	-7.78908387E+01	-6.85952735E+01	
-1.77588000E+02	-3.76653016E+01	-3.63407344E+01	-6.44128630E+01	-1.00989474E+02	-7.79094752E+01	-6.85937650E+01	
-1.77552000E+02	-3.77124287E+01	-3.63337055E+01	-6.40931896E+01	-1.00991340E+02	-7.79281358E+01	-6.85922646E+01	
-1.77516000E+02	-3.77596427E+01	-3.63266802E+01	-6.37792306E+01	-1.00993115E+02	-7.79468171E+01	-6.85907732E+01	
-1.77480000E+02	-3.78069623E+01	-3.63196667E+01	-6.34707936E+01	-1.00994801E+02	-7.79655237E+01	-6.85892846E+01	
-1.77444000E+02	-3.78543867E+01	-3.63126631E+01	-6.31676690E+01	-1.00996393E+02	-7.79842515E+01	-6.85878090E+01	
-1.77408000E+02	-3.79019119E+01	-3.63056602E+01	-6.28697104E+01	-1.00997891E+02	-7.80030064E+01	-6.85863397E+01	
-1.77372000E+02	-3.79495245E+01	-3.62986666E+01	-6.25767137E+01	-1.00999294E+02	-7.80217789E+01	-6.85848742E+01	
-1.77336000E+02	-3.79972333E+01	-3.62916845E+01	-6.22885598E+01	-1.01000609E+02	-7.80405770E+01	-6.85834176E+01	
-1.77300000E+02	-3.80450551E+01	-3.62847071E+01	-6.20050471E+01	-1.01001828E+02	-7.80593974E+01	-6.85819696E+01	
-1.77264000E+02	-3.80929606E+01	-3.62777342E+01	-6.17260720E+01	-1.01002952E+02	-7.80782438E+01	-6.85805307E+01	
-1.77228000E+02	-3.81409663E+01	-3.62707714E+01	-6.14514691E+01	-1.01003991E+02	-7.80971113E+01	-6.85790982E+01	
-1.77192000E+02	-3.81890653E+01	-3.62638163E+01	-6.11810985E+01	-1.01004929E+02	-7.81160033E+01	-6.85776731E+01	
-1.77156000E+02	-3.82372680E+01	-3.62568693E+01	-6.09148440E+01	-1.01005778E+02	-7.81349179E+01	-6.85762568E+01	
-1.77120000E+02	-3.82855696E+01	-3.62499260E+01	-6.06526007E+01	-1.01006539E+02	-7.81538563E+01	-6.85748469E+01	
-1.77084000E+02	-3.83339740E+01	-3.62429930E+01	-6.03942240E+01	-1.01007205E+02	-7.81728185E+01	-6.85734426E+01	
-1.77048000E+02	-3.83824637E+01	-3.62360695E+01	-6.01396179E+01	-1.01007778E+02	-7.81918034E+01	-6.85720493E+01	
-1.77012000E+02	-3.84310581E+01	-3.62291523E+01	-5.98886457E+01	-1.01008257E+02	-7.82108109E+01	-6.85706607E+01	
-1.76976000E+02	-3.84797495E+01	-3.62222414E+01	-5.96412414E+01	-1.01008649E+02	-7.82298390E+01	-6.85692819E+01	
-1.76940000E+02	-3.85285359E+01	-3.62153391E+01	-5.93972991E+01	-1.01008953E+02	-7.82488956E+01	-6.85679117E+01	
-1.76904000E+02	-3.85774371E+01	-3.62084440E+01	-5.91567242E+01	-1.01009159E+02	-7.82679747E+01	-6.85665453E+01	
-1.76868000E+02	-3.86264176E+01	-3.62015549E+01	-5.89194003E+01	-1.01009281E+02	-7.82870731E+01	-6.85651888E+01	
-1.76832000E+02	-3.86754900E+01	-3.61946779E+01	-5.86852687E+01	-1.01009310E+02	-7.83061971E+01	-6.85638388E+01	
-1.76796000E+02	-3.87246817E+01	-3.61878008E+01	-5.84542479E+01	-1.01009247E+02	-7.83253451E+01	-6.85624981E+01	
-1.76760000E+02	-3.87739584E+01	-3.61809354E+01	-5.82262349E+01	-1.01009098E+02	-7.83445121E+01	-6.85611661E+01	
-1.76724000E+02	-3.88233412E+01	-3.61740747E+01	-5.80011645E+01	-1.01008849E+02	-7.83637074E+01	-6.85598396E+01	
-1.76688000E+02	-3.88728151E+01	-3.61672211E+01	-5.77789653E+01	-1.01008512E+02	-7.83829262E+01	-6.85585231E+01	
-1.76652000E+02	-3.89223855E+01	-3.61603791E+01	-5.75595660E+01	-1.01008092E+02	-7.84021684E+01	-6.85572129E+01	
-1.76616000E+02	-3.89720575E+01	-3.61535452E+01	-5.73428709E+01	-1.01007577E+02	-7.84214321E+01	-6.85559108E+01	
-1.76580000E+02	-3.90218174E+01	-3.61467144E+01	-5.71288633E+01	-1.01006972E+02	-7.84407242E+01	-6.85546152E+01	
-1.76544000E+02	-3.90716879E+01	-3.61398938E+01	-5.69174310E+01	-1.01006280E+02	-7.84600393E+01	-6.85533300E+01	
-1.76508000E+02	-3.91216568E+01	-3.61330807E+01	-5.67085510E+01	-1.01005503E+02	-7.84793742E+01	-6.85520528E+01	
-1.76472000E+02	-3.91717108E+01	-3.61262729E+01	-5.65021379E+01	-1.01004635E+02	-7.84987346E+01	-6.85507830E+01	
-1.76436000E+02	-3.92218597E+01	-3.61194721E+01	-5.62981298E+01	-1.01003682E+02	-7.85181165E+01	-6.85495222E+01	
-1.76400000E+02	-3.92721153E+01	-3.61126823E+01	-5.60964996E+01	-1.01002632E+02	-7.85375262E+01	-6.85482654E+01	
-1.76364000E+02	-3.93224668E+01	-3.61059008E+01	-5.58971750E+01	-1.01001501E+02	-7.85569587E+01	-6.85470201E+01	
-1.76328000E+02	-3.93729095E+01	-3.60991243E+01	-5.57000872E+01	-1.01000280E+02	-7.85764151E+01	-6.85457828E+01	
-1.76292000E+02	-3.94234624E+01	-3.60923563E+01	-5.55052274E+01	-1.00998973E+02	-7.85958909E+01	-6.85445509E+01	
-1.76256000E+02	-3.94740999E+01	-3.60855951E+01	-5.53125252E+01	-1.00997576E+02	-7.86153962E+01	-6.85433288E+01	
-1.76220000E+02	-3.95248310E+01	-3.60788450E+01	-5.51219140E+01	-1.00996098E+02	-7.86349245E+01	-6.85421123E+01	
-1.76184000E+02	-3.95756593E+01	-3.60720967E+01	-5.49333662E+01	-1.00994528E+02	-7.86544758E+01	-6.85409065E+01	
-1.76148000E+02	-3.96265837E+01	-3.60653558E+01	-5.47468577E+01	-1.00992869E+02	-7.86740490E+01	-6.85397112E+01	
-1.76112000E+02	-3.96776181E+01	-3.60586251E+01	-5.45623007E+01	-1.00991127E+02	-7.86936494E+01	-6.85385206E+01	
-1.76076000E+02	-3.97287349E+01	-3.60519011E+01	-5.43797048E+01	-1.00989302E+02	-7.87132750E+01	-6.85373378E+01	
-1.76040000E+02	-3.97799454E+01	-3.60451816E+01	-5.41989970E+01	-1.00987386E+02	-7.87329195E+01	-6.85361603E+01	
-1.76004000E+02	-3.98312560E+01	-3.60384750E+01	-5.40201445E+01	-1.00985387E+02	-7.87525892E+01	-6.85349975E+01	
-1.75968000E+02	-3.98826677E+01	-3.60317705E+01	-5.38431109E+01	-1.00983304E+02	-7.87722899E+01	-6.85338395E+01	
-1.75932000E+02	-3.99341581E+01	-3.60250760E+01	-5.36678540E+01	-1.00981134E+02	-7.87920090E+01	-6.85326874E+01	
-1.75896000E+02	-3.99857563E+01	-3.60183905E+01	-5.34943623E+01	-1.00978888E+02	-7.88117519E+01	-6.85315423E+01	
-1.75860000E+02	-4.00374392E+01	-3.60117142E+01	-5.33225675E+01	-1.00976546E+02	-7.88315208E+01	-6.85304077E+01	
-1.75824000E+02	-4.00892252E+01	-3.60050440E+01	-5.31524645E+01	-1.00974131E+02	-7.88513158E+01	-6.85292845E+01	
-1.75788000E+02	-4.01410960E+01	-3.59983771E+01	-5.29840044E+01	-1.00971624E+02	-7.88711304E+01	-6.85281686E+01	
-1.75752000E+02	-4.01930650E+01	-3.59917207E+01	-5.28171595E+01	-1.00969036E+02	-7.88909693E+01	-6.85270573E+01	
-1.75716000E+02	-4.02451369E+01	-3.59850721E+01	-5.26519032E+01	-1.00966364E+02	-7.89108347E+01	-6.85259595E+01	
-1.75680000E+02	-4.02972869E+01	-3.59784299E+01	-5.24881959E+01	-1.00963617E+02	-7.89307250E+01	-6.85248662E+01	
-1.75644000E+02	-4.03495365E+01	-3.59717949E+01	-5.23260180E+01	-1.00960786E+02	-7.89506398E+01	-6.85237789E+01	
-1.75608000E+02	-4.04018710E+01	-3.59651666E+01	-5.21653444E+01	-1.00957872E+02	-7.89705781E+01	-6.85227022E+01	
-1.75572000E+02	-4.04543038E+01	-3.59585500E+01	-5.20061308E+01	-1.00954877E+02	-7.89905417E+01	-6.85216371E+01	
-1.75536000E+02	-4.05068372E+01	-3.59519370E+01	-5.18483697E+01	-1.00951804E+02	-7.90105275E+01	-6.85205745E+01	
-1.75500000E+02	-4.05594504E+01	-3.59453334E+01	-5.16920282E+01	-1.00948644E+02	-7.90305380E+01	-6.85195216E+01	
-1.75464000E+02	-4.06121553E+01	-3.59387398E+01	-5.15370732E+01	-1.00945407E+02	-7.90505754E+01	-6.85184796E+01	
-1.75428000E+02	-4.06649575E+01	-3.59321497E+01	-5.13835002E+01	-1.00942092E+02	-7.90706363E+01	-6.85174440E+01	
-1.75392000E+02	-4.07178443E+01	-3.59255638E+01	-5.12312633E+01	-1.00938691E+02	-7.90907222E+01	-6.85164161E+01	
-1.75356000E+02	-4.07708083E+01	-3.59189926E+01	-5.10803536E+01	-1.00935210E+02	-7.91108319E+01	-6.85153983E+01	
-1.75320000E+02	-4.08238767E+01	-3.59124246E+01	-5.09307342E+01	-1.00931653E+02	-7.91309694E+01	-6.85143883E+01	
-1.75284000E+02	-4.08770408E+01	-3.59058664E+01	-5.07824055E+01	-1.00928016E+02	-7.91511282E+01	-6.85133871E+01	
-1.75248000E+02	-4.09302876E+01	-3.58993102E+01	-5.06353182E+01	-1.00924306E+02	-7.91713127E+01	-6.85123901E+01	
-1.75212000E+02	-4.09836192E+01	-3.58927638E+01	-5.04894760E+01	-1.00920515E+02	-7.91915231E+01	-6.85114067E+01	
-1.75176000E+02	-4.10370409E+01	-3.58862279E+01	-5.03448461E+01	-1.00916644E+02	-7.92117540E+01	-6.85104288E+01	
-1.75140000E+02	-4.10905476E+01	-3.58797010E+01	-5.02014155E+01	-1.00912695E+02	-7.92320127E+01	-6.85094615E+01	
-1.75104000E+02	-4.11441365E+01	-3.58731780E+01	-5.00591479E+01	-1.00908675E+02	-7.92522944E+01	-6.85085025E+01	
-1.75068000E+02	-4.11978068E+01	-3.58666609E+01	-4.99180351E+01	-1.00904574E+02	-7.92726020E+01	-6.85075488E+01	
-1.75032000E+02	-4.12515686E+01	-3.58601532E+01	-4.97780820E+01	-1.00900396E+02	-7.92929306E+01	-6.85066047E+01	
-1.74996000E+02	-4.13054202E+01	-3.58536569E+01	-4.96392287E+01	-1.00896144E+02	-7.93132879E+01	-6.85056707E+01	
-1.74960000E+02	-4.13593567E+01	-3.58471640E+01	-4.95014714E+01	-1.00891812E+02	-7.93336720E+01	-6.85047498E+01	
-1.74924000E+02	-4.14133852E+01	-3.58406787E+01	-4.93648128E+01	-1.00887410E+02	-7.93540798E+01	-6.85038291E+01	
-1.74888000E+02	-4.14674783E+01	-3.58341975E+01	-4.92292176E+01	-1.00882932E+02	-7.93745096E+01	-6.85029204E+01	
-1.74852000E+02	-4.15216669E+01	-3.58277314E+01	-4.90946669E+01	-1.00878379E+02	-7.93949642E+01	-6.85020196E+01	
-1.74816000E+02	-4.15759217E+01	-3.58212660E+01	-4.89611563E+01	-1.00873751E+02	-7.94154445E+01	-6.85011283E+01	
-1.74780000E+02	-4.16302694E+01	-3.58148113E+01	-4.88286625E+01	-1.00869059E+02	-7.94359541E+01	-6.85002444E+01	
-1.74744000E+02	-4.16846919E+01	-3.58083656E+01	-4.86971784E+01	-1.00864286E+02	-7.94564829E+01	-6.84993689E+01	
-1.74708000E+02	-4.17391913E+01	-3.58019291E+01	-4.85666785E+01	-1.00859441E+02	-7.94770408E+01	-6.84985049E+01	
-1.74672000E+02	-4.17937800E+01	-3.57954915E+01	-4.84371617E+01	-1.00854523E+02	-7.94976217E+01	-6.84976443E+01	
-1.74636000E+02	-4.18484604E+01	-3.57890637E+01	-4.83085937E+01	-1.00849537E+02	-7.95182328E+01	-6.84967945E+01	
-1.74600000E+02	-4.19032034E+01	-3.57826456E+01	-4.81809548E+01	-1.00844468E+02	-7.95388643E+01	-6.84959529E+01	
-1.74564000E+02	-4.19580129E+01	-3.57762398E+01	-4.80542760E+01	-1.00839337E+02	-7.95595213E+01	-6.84951236E+01	
-1.74528000E+02	-4.20129175E+01	-3.57698349E+01	-4.79284994E+01	-1.00834130E+02	-7.95802055E+01	-6.84943028E+01	
-1.74492000E+02	-4.20678889E+01	-3.57634399E+01	-4.78036308E+01	-1.00828858E+02	-7.96009093E+01	-6.84934880E+01	
-1.74456000E+02	-4.21229311E+01	-3.57570545E+01	-4.76796571E+01	-1.00823512E+02	-7.96216435E+01	-6.84926807E+01	
-1.74420000E+02	-4.21780583E+01	-3.57506723E+01	-4.75565702E+01	-1.00818096E+02	-7.96424044E+01	-6.84918857E+01	
-1.74384000E+02	-4.22332574E+01	-3.57443016E+01	-4.74343475E+01	-1.00812617E+02	-7.96631880E+01	-6.84910957E+01	
-1.74348000E+02	-4.22885216E+01	-3.57379332E+01	-4.73129801E+01	-1.00807063E+02	-7.96839929E+01	-6.84903144E+01	
-1.74312000E+02	-4.23438634E+01	-3.57315762E+01	-4.71924632E+01	-1.00801440E+02	-7.97048236E+01	-6.84895434E+01	
-1.74276000E+02	-4.23992707E+01	-3.57252235E+01	-4.70727726E+01	-1.00795753E+02	-7.97256884E+01	-6.84887818E+01	
-1.74240000E+02	-4.24547338E+01	-3.57188797E+01	-4.69538966E+01	-1.00789998E+02	-7.97465702E+01	-6.84880278E+01	
-1.74204000E+02	-4.25102882E+01	-3.57125446E+01	-4.68358282E+01	-1.00784178E+02	-7.97674794E+01	-6.84872841E+01	
-1.74168000E+02	-4.25659093E+01	-3.57062138E+01	-4.67185672E+01	-1.00778286E+02	-7.97884140E+01	-6.84865507E+01	
-1.74132000E+02	-4.26215910E+01	-3.56998947E+01	-4.66020837E+01	-1.00772323E+02	-7.98093778E+01	-6.84858240E+01	
-1.74096000E+02	-4.26773275E+01	-3.56935825E+01	-4.64863815E+01	-1.00766302E+02	-7.98303621E+01	-6.84851043E+01	
-1.74060000E+02	-4.27331454E+01	-3.56872783E+01	-4.63714536E+01	-1.00760208E+02	-7.98513767E+01	-6.84843948E+01	
-1.74024000E+02	-4.27890308E+01	-3.56809793E+01	-4.62572829E+01	-1.00754050E+02	-7.98724138E+01	-6.84836951E+01	
-1.73988000E+02	-4.28449759E+01	-3.56746892E+01	-4.61438501E+01	-1.00747826E+02	-7.98934762E+01	-6.84830001E+01	
-1.73952000E+02	-4.29009662E+01	-3.56684050E+01	-4.60311548E+01	-1.00741543E+02	-7.99145684E+01	-6.84823163E+01	
-1.73916000E+02	-4.29570343E+01	-3.56621300E+01	-4.59191930E+01	-1.00735197E+02	-7.99356847E+01	-6.84816453E+01	
-1.73880000E+02	-4.30131496E+01	-3.56558597E+01	-4.58079621E+01	-1.00728780E+02	-7.99568243E+01	-6.84809798E+01	
-1.73844000E+02	-4.30693289E+01	-3.56496009E+01	-4.56974295E+01	-1.00722305E+02	-7.99779879E+01	-6.84803234E+01	
-1.73808000E+02	-4.31255672E+01	-3.56433455E+01	-4.55875893E+01	-1.00715763E+02	-7.99991792E+01	-6.84796758E+01	
-1.73772000E+02	-4.31818586E+01	-3.56370966E+01	-4.54784496E+01	-1.00709161E+02	-8.00203959E+01	-6.84790356E+01	
-1.73736000E+02	-4.32381935E+01	-3.56308593E+01	-4.53699939E+01	-1.00702502E+02	-8.00416384E+01	-6.84784066E+01	
-1.73700000E+02	-4.32945976E+01	-3.56246287E+01	-4.52622063E+01	-1.00695775E+02	-8.00629071E+01	-6.84777868E+01	
-1.73664000E+02	-4.33510474E+01	-3.56184056E+01	-4.51550772E+01	-1.00688985E+02	-8.00842003E+01	-6.84771729E+01	
-1.73628000E+02	-4.34075306E+01	-3.56121924E+01	-4.50486385E+01	-1.00682135E+02	-8.01055228E+01	-6.84765723E+01	
-1.73592000E+02	-4.34640919E+01	-3.56059850E+01	-4.49428380E+01	-1.00675228E+02	-8.01268651E+01	-6.84759757E+01	
-1.73556000E+02	-4.35206805E+01	-3.55997830E+01	-4.48376791E+01	-1.00668256E+02	-8.01482366E+01	-6.84753898E+01	
-1.73520000E+02	-4.35773141E+01	-3.55935916E+01	-4.47331566E+01	-1.00661226E+02	-8.01696352E+01	-6.84748154E+01	
-1.73484000E+02	-4.36339981E+01	-3.55874078E+01	-4.46292457E+01	-1.00654136E+02	-8.01910548E+01	-6.84742471E+01	
-1.73448000E+02	-4.36907275E+01	-3.55812270E+01	-4.45259686E+01	-1.00646988E+02	-8.02125063E+01	-6.84736897E+01	
-1.73412000E+02	-4.37474918E+01	-3.55750542E+01	-4.44233080E+01	-1.00639778E+02	-8.02339816E+01	-6.84731397E+01	
-1.73376000E+02	-4.38042974E+01	-3.55688911E+01	-4.43212536E+01	-1.00632509E+02	-8.02554787E+01	-6.84725977E+01	
-1.73340000E+02	-4.38611337E+01	-3.55627345E+01	-4.42197858E+01	-1.00625188E+02	-8.02770051E+01	-6.84720660E+01	
-1.73304000E+02	-4.39180280E+01	-3.55565867E+01	-4.41189157E+01	-1.00617807E+02	-8.02985564E+01	-6.84715440E+01	
-1.73268000E+02	-4.39749316E+01	-3.55504451E+01	-4.40186316E+01	-1.00610367E+02	-8.03201347E+01	-6.84710327E+01	
-1.73232000E+02	-4.40318818E+01	-3.55443090E+01	-4.39189295E+01	-1.00602874E+02	-8.03417358E+01	-6.84705283E+01	
-1.73196000E+02	-4.40888766E+01	-3.55381849E+01	-4.38197952E+01	-1.00595317E+02	-8.03633633E+01	-6.84700328E+01	
