Far field
"Plane Wave Phi"[deg]	"1Bladde3D_Plastic_V2_er7_oneside261PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside263PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside250PEC [dBsm]"	"1Bladde3D_all_er5 [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside256PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside251_259_260PEC [dBsm]"	
-1.79496000E+02	-4.06313803E+01	-5.12825924E+01	-7.87825516E+01	-9.23375088E+01	-6.37849357E+01	-5.51101405E+01	
-1.79460000E+02	-4.06349983E+01	-5.12803844E+01	-7.88438166E+01	-9.23411711E+01	-6.37950836E+01	-5.51092692E+01	
-1.79424000E+02	-4.06387521E+01	-5.12781667E+01	-7.88933690E+01	-9.23448171E+01	-6.38052490E+01	-5.51084154E+01	
-1.79388000E+02	-4.06426165E+01	-5.12759945E+01	-7.89307838E+01	-9.23484393E+01	-6.38154222E+01	-5.51075570E+01	
-1.79352000E+02	-4.06465752E+01	-5.12738712E+01	-7.89557311E+01	-9.23520441E+01	-6.38256015E+01	-5.51067044E+01	
-1.79316000E+02	-4.06506659E+01	-5.12717345E+01	-7.89680178E+01	-9.23556276E+01	-6.38357935E+01	-5.51058555E+01	
-1.79280000E+02	-4.06549107E+01	-5.12696379E+01	-7.89675299E+01	-9.23591900E+01	-6.38459998E+01	-5.51050115E+01	
-1.79244000E+02	-4.06592141E+01	-5.12675604E+01	-7.89542869E+01	-9.23627293E+01	-6.38562187E+01	-5.51041779E+01	
-1.79208000E+02	-4.06636526E+01	-5.12655197E+01	-7.89283478E+01	-9.23662478E+01	-6.38664509E+01	-5.51033445E+01	
-1.79172000E+02	-4.06682056E+01	-5.12634876E+01	-7.88900131E+01	-9.23697416E+01	-6.38766946E+01	-5.51025142E+01	
-1.79136000E+02	-4.06728505E+01	-5.12614957E+01	-7.88395604E+01	-9.23732139E+01	-6.38869450E+01	-5.51016923E+01	
-1.79100000E+02	-4.06776330E+01	-5.12595184E+01	-7.87774532E+01	-9.23766648E+01	-6.38972056E+01	-5.51008693E+01	
-1.79064000E+02	-4.06825197E+01	-5.12575904E+01	-7.87041574E+01	-9.23800964E+01	-6.39074787E+01	-5.51000547E+01	
-1.79028000E+02	-4.06875250E+01	-5.12556459E+01	-7.86202674E+01	-9.23835007E+01	-6.39177660E+01	-5.50992441E+01	
-1.78992000E+02	-4.06926342E+01	-5.12537343E+01	-7.85264104E+01	-9.23868805E+01	-6.39280579E+01	-5.50984359E+01	
-1.78956000E+02	-4.06978387E+01	-5.12518667E+01	-7.84232502E+01	-9.23902372E+01	-6.39383653E+01	-5.50976377E+01	
-1.78920000E+02	-4.07031680E+01	-5.12500228E+01	-7.83114659E+01	-9.23935694E+01	-6.39486871E+01	-5.50968448E+01	
-1.78884000E+02	-4.07086197E+01	-5.12482276E+01	-7.81917930E+01	-9.23968742E+01	-6.39590181E+01	-5.50960535E+01	
-1.78848000E+02	-4.07141741E+01	-5.12464190E+01	-7.80649118E+01	-9.24001580E+01	-6.39693651E+01	-5.50952689E+01	
-1.78812000E+02	-4.07198437E+01	-5.12446745E+01	-7.79315662E+01	-9.24034188E+01	-6.39797146E+01	-5.50944854E+01	
-1.78776000E+02	-4.07255835E+01	-5.12429203E+01	-7.77924268E+01	-9.24066548E+01	-6.39900891E+01	-5.50937072E+01	
-1.78740000E+02	-4.07314781E+01	-5.12411939E+01	-7.76481362E+01	-9.24098660E+01	-6.40004686E+01	-5.50929311E+01	
-1.78704000E+02	-4.07374481E+01	-5.12395295E+01	-7.74993880E+01	-9.24130518E+01	-6.40108588E+01	-5.50921602E+01	
-1.78668000E+02	-4.07435291E+01	-5.12378917E+01	-7.73467308E+01	-9.24162099E+01	-6.40212605E+01	-5.50913972E+01	
-1.78632000E+02	-4.07497450E+01	-5.12362302E+01	-7.71907664E+01	-9.24193394E+01	-6.40316793E+01	-5.50906354E+01	
-1.78596000E+02	-4.07560406E+01	-5.12346135E+01	-7.70319926E+01	-9.24224454E+01	-6.40420982E+01	-5.50898841E+01	
-1.78560000E+02	-4.07624568E+01	-5.12330169E+01	-7.68709159E+01	-9.24255279E+01	-6.40525406E+01	-5.50891341E+01	
-1.78524000E+02	-4.07689683E+01	-5.12314712E+01	-7.67079716E+01	-9.24285808E+01	-6.40629923E+01	-5.50883882E+01	
-1.78488000E+02	-4.07755902E+01	-5.12299378E+01	-7.65435899E+01	-9.24316064E+01	-6.40734584E+01	-5.50876514E+01	
-1.78452000E+02	-4.07823143E+01	-5.12284283E+01	-7.63781484E+01	-9.24346074E+01	-6.40839292E+01	-5.50869163E+01	
-1.78416000E+02	-4.07891381E+01	-5.12269626E+01	-7.62119904E+01	-9.24375797E+01	-6.40944118E+01	-5.50861789E+01	
-1.78380000E+02	-4.07960636E+01	-5.12254816E+01	-7.60453843E+01	-9.24405264E+01	-6.41049106E+01	-5.50854523E+01	
-1.78344000E+02	-4.08031012E+01	-5.12240612E+01	-7.58786606E+01	-9.24434445E+01	-6.41154234E+01	-5.50847319E+01	
-1.78308000E+02	-4.08102355E+01	-5.12226726E+01	-7.57120018E+01	-9.24463357E+01	-6.41259385E+01	-5.50840200E+01	
-1.78272000E+02	-4.08174958E+01	-5.12212676E+01	-7.55456992E+01	-9.24491934E+01	-6.41364800E+01	-5.50833004E+01	
-1.78236000E+02	-4.08248159E+01	-5.12199032E+01	-7.53798809E+01	-9.24520259E+01	-6.41470230E+01	-5.50825922E+01	
-1.78200000E+02	-4.08322806E+01	-5.12185858E+01	-7.52147670E+01	-9.24548316E+01	-6.41575845E+01	-5.50818815E+01	
-1.78164000E+02	-4.08398076E+01	-5.12172927E+01	-7.50504618E+01	-9.24576072E+01	-6.41681570E+01	-5.50811762E+01	
-1.78128000E+02	-4.08474704E+01	-5.12159974E+01	-7.48871312E+01	-9.24603559E+01	-6.41787453E+01	-5.50804872E+01	
-1.78092000E+02	-4.08552455E+01	-5.12147493E+01	-7.47248872E+01	-9.24630763E+01	-6.41893428E+01	-5.50797956E+01	
-1.78056000E+02	-4.08630795E+01	-5.12135496E+01	-7.45638058E+01	-9.24657649E+01	-6.41999495E+01	-5.50791054E+01	
-1.78020000E+02	-4.08710270E+01	-5.12123562E+01	-7.44039741E+01	-9.24684221E+01	-6.42105664E+01	-5.50784239E+01	
-1.77984000E+02	-4.08790774E+01	-5.12111858E+01	-7.42454750E+01	-9.24710531E+01	-6.42212056E+01	-5.50777435E+01	
-1.77948000E+02	-4.08872165E+01	-5.12100402E+01	-7.40883776E+01	-9.24736523E+01	-6.42318504E+01	-5.50770764E+01	
-1.77912000E+02	-4.08954570E+01	-5.12089315E+01	-7.39327199E+01	-9.24762230E+01	-6.42425078E+01	-5.50764095E+01	
-1.77876000E+02	-4.09038259E+01	-5.12078524E+01	-7.37785238E+01	-9.24787626E+01	-6.42531756E+01	-5.50757414E+01	
-1.77840000E+02	-4.09122616E+01	-5.12067775E+01	-7.36258461E+01	-9.24812710E+01	-6.42638634E+01	-5.50750785E+01	
-1.77804000E+02	-4.09208109E+01	-5.12057413E+01	-7.34747025E+01	-9.24837543E+01	-6.42745643E+01	-5.50744259E+01	
-1.77768000E+02	-4.09294520E+01	-5.12047242E+01	-7.33251074E+01	-9.24862002E+01	-6.42852632E+01	-5.50737781E+01	
-1.77732000E+02	-4.09381693E+01	-5.12037526E+01	-7.31770940E+01	-9.24886160E+01	-6.42959880E+01	-5.50731304E+01	
-1.77696000E+02	-4.09470144E+01	-5.12027996E+01	-7.30306556E+01	-9.24910039E+01	-6.43067270E+01	-5.50724947E+01	
-1.77660000E+02	-4.09559321E+01	-5.12018656E+01	-7.28857986E+01	-9.24933549E+01	-6.43174656E+01	-5.50718554E+01	
-1.77624000E+02	-4.09649819E+01	-5.12009529E+01	-7.27425559E+01	-9.24956770E+01	-6.43282194E+01	-5.50712237E+01	
-1.77588000E+02	-4.09740857E+01	-5.12000515E+01	-7.26008373E+01	-9.24979653E+01	-6.43389941E+01	-5.50705911E+01	
-1.77552000E+02	-4.09832973E+01	-5.11992200E+01	-7.24607209E+01	-9.25002244E+01	-6.43497827E+01	-5.50699692E+01	
-1.77516000E+02	-4.09925986E+01	-5.11983778E+01	-7.23221675E+01	-9.25024523E+01	-6.43605767E+01	-5.50693488E+01	
-1.77480000E+02	-4.10020210E+01	-5.11975720E+01	-7.21851989E+01	-9.25046460E+01	-6.43713904E+01	-5.50687350E+01	
-1.77444000E+02	-4.10115099E+01	-5.11967864E+01	-7.20497322E+01	-9.25068077E+01	-6.43822126E+01	-5.50681295E+01	
-1.77408000E+02	-4.10210812E+01	-5.11960149E+01	-7.19158114E+01	-9.25089362E+01	-6.43930507E+01	-5.50675266E+01	
-1.77372000E+02	-4.10307746E+01	-5.11952900E+01	-7.17834050E+01	-9.25110353E+01	-6.44039044E+01	-5.50669251E+01	
-1.77336000E+02	-4.10405502E+01	-5.11946074E+01	-7.16524902E+01	-9.25130980E+01	-6.44147700E+01	-5.50663284E+01	
-1.77300000E+02	-4.10504169E+01	-5.11939422E+01	-7.15230405E+01	-9.25151297E+01	-6.44256423E+01	-5.50657449E+01	
-1.77264000E+02	-4.10603845E+01	-5.11932626E+01	-7.13950692E+01	-9.25171263E+01	-6.44365325E+01	-5.50651549E+01	
-1.77228000E+02	-4.10704290E+01	-5.11926424E+01	-7.12685232E+01	-9.25190892E+01	-6.44474325E+01	-5.50645732E+01	
-1.77192000E+02	-4.10805752E+01	-5.11920482E+01	-7.11434327E+01	-9.25210184E+01	-6.44583507E+01	-5.50640006E+01	
-1.77156000E+02	-4.10908071E+01	-5.11914751E+01	-7.10197089E+01	-9.25229172E+01	-6.44692834E+01	-5.50634213E+01	
-1.77120000E+02	-4.11011432E+01	-5.11909237E+01	-7.08973614E+01	-9.25247770E+01	-6.44802240E+01	-5.50628567E+01	
-1.77084000E+02	-4.11115634E+01	-5.11903853E+01	-7.07764121E+01	-9.25266075E+01	-6.44911847E+01	-5.50622941E+01	
-1.77048000E+02	-4.11220764E+01	-5.11899098E+01	-7.06567777E+01	-9.25284022E+01	-6.45021472E+01	-5.50617355E+01	
-1.77012000E+02	-4.11326778E+01	-5.11894435E+01	-7.05384698E+01	-9.25301639E+01	-6.45131381E+01	-5.50611772E+01	
-1.76976000E+02	-4.11433608E+01	-5.11889917E+01	-7.04214466E+01	-9.25318907E+01	-6.45241381E+01	-5.50606269E+01	
-1.76940000E+02	-4.11541334E+01	-5.11885639E+01	-7.03057108E+01	-9.25335823E+01	-6.45351438E+01	-5.50600760E+01	
-1.76904000E+02	-4.11649901E+01	-5.11881549E+01	-7.01912127E+01	-9.25352380E+01	-6.45461685E+01	-5.50595333E+01	
-1.76868000E+02	-4.11759478E+01	-5.11877989E+01	-7.00779641E+01	-9.25368621E+01	-6.45572068E+01	-5.50589962E+01	
-1.76832000E+02	-4.11869955E+01	-5.11874479E+01	-6.99659428E+01	-9.25384477E+01	-6.45682606E+01	-5.50584610E+01	
-1.76796000E+02	-4.11981286E+01	-5.11871393E+01	-6.98550810E+01	-9.25400026E+01	-6.45793206E+01	-5.50579329E+01	
-1.76760000E+02	-4.12093344E+01	-5.11868706E+01	-6.97454226E+01	-9.25415185E+01	-6.45904011E+01	-5.50574128E+01	
-1.76724000E+02	-4.12206378E+01	-5.11866068E+01	-6.96369117E+01	-9.25430031E+01	-6.46014929E+01	-5.50568955E+01	
-1.76688000E+02	-4.12320219E+01	-5.11863692E+01	-6.95295145E+01	-9.25444484E+01	-6.46125992E+01	-5.50563779E+01	
-1.76652000E+02	-4.12434974E+01	-5.11861603E+01	-6.94232422E+01	-9.25458592E+01	-6.46237155E+01	-5.50558684E+01	
-1.76616000E+02	-4.12550526E+01	-5.11859587E+01	-6.93180825E+01	-9.25472352E+01	-6.46348504E+01	-5.50553622E+01	
-1.76580000E+02	-4.12667029E+01	-5.11858190E+01	-6.92139860E+01	-9.25485774E+01	-6.46459954E+01	-5.50548622E+01	
-1.76544000E+02	-4.12784387E+01	-5.11856813E+01	-6.91109670E+01	-9.25498833E+01	-6.46571635E+01	-5.50543618E+01	
-1.76508000E+02	-4.12902743E+01	-5.11855910E+01	-6.90089549E+01	-9.25511487E+01	-6.46683354E+01	-5.50538798E+01	
-1.76472000E+02	-4.13021658E+01	-5.11854876E+01	-6.89079687E+01	-9.25523819E+01	-6.46795265E+01	-5.50533896E+01	
-1.76436000E+02	-4.13141515E+01	-5.11854353E+01	-6.88079818E+01	-9.25535779E+01	-6.46907265E+01	-5.50529087E+01	
-1.76400000E+02	-4.13262471E+01	-5.11854131E+01	-6.87090197E+01	-9.25547371E+01	-6.47019435E+01	-5.50524313E+01	
-1.76364000E+02	-4.13383922E+01	-5.11853985E+01	-6.86109922E+01	-9.25558591E+01	-6.47131688E+01	-5.50519652E+01	
-1.76328000E+02	-4.13506206E+01	-5.11854533E+01	-6.85139490E+01	-9.25569453E+01	-6.47244159E+01	-5.50514969E+01	
-1.76292000E+02	-4.13629597E+01	-5.11854820E+01	-6.84178156E+01	-9.25579952E+01	-6.47356808E+01	-5.50510333E+01	
-1.76256000E+02	-4.13753579E+01	-5.11855550E+01	-6.83226253E+01	-9.25590104E+01	-6.47469586E+01	-5.50505802E+01	
-1.76220000E+02	-4.13878366E+01	-5.11856499E+01	-6.82283187E+01	-9.25599878E+01	-6.47582416E+01	-5.50501253E+01	
-1.76184000E+02	-4.14004078E+01	-5.11857484E+01	-6.81348877E+01	-9.25609264E+01	-6.47695465E+01	-5.50496774E+01	
-1.76148000E+02	-4.14130764E+01	-5.11859069E+01	-6.80423583E+01	-9.25618306E+01	-6.47808695E+01	-5.50492303E+01	
-1.76112000E+02	-4.14258171E+01	-5.11860719E+01	-6.79506888E+01	-9.25626956E+01	-6.47921967E+01	-5.50487856E+01	
-1.76076000E+02	-4.14386199E+01	-5.11862920E+01	-6.78598601E+01	-9.25635230E+01	-6.48035430E+01	-5.50483399E+01	
-1.76040000E+02	-4.14515233E+01	-5.11865356E+01	-6.77698644E+01	-9.25643165E+01	-6.48149045E+01	-5.50479108E+01	
-1.76004000E+02	-4.14644882E+01	-5.11867637E+01	-6.76806831E+01	-9.25650690E+01	-6.48262838E+01	-5.50474777E+01	
-1.75968000E+02	-4.14775514E+01	-5.11870279E+01	-6.75923012E+01	-9.25657886E+01	-6.48376734E+01	-5.50470573E+01	
-1.75932000E+02	-4.14906730E+01	-5.11873272E+01	-6.75047301E+01	-9.25664658E+01	-6.48490808E+01	-5.50466375E+01	
-1.75896000E+02	-4.15039012E+01	-5.11876376E+01	-6.74179275E+01	-9.25671115E+01	-6.48605031E+01	-5.50462287E+01	
-1.75860000E+02	-4.15172041E+01	-5.11879905E+01	-6.73318768E+01	-9.25677146E+01	-6.48719398E+01	-5.50458176E+01	
-1.75824000E+02	-4.15305779E+01	-5.11883682E+01	-6.72465902E+01	-9.25682784E+01	-6.48833847E+01	-5.50454075E+01	
-1.75788000E+02	-4.15440373E+01	-5.11887552E+01	-6.71620424E+01	-9.25688074E+01	-6.48948445E+01	-5.50450068E+01	
-1.75752000E+02	-4.15575776E+01	-5.11891660E+01	-6.70781922E+01	-9.25693013E+01	-6.49063229E+01	-5.50446173E+01	
-1.75716000E+02	-4.15711775E+01	-5.11896268E+01	-6.69950891E+01	-9.25697537E+01	-6.49178243E+01	-5.50442138E+01	
-1.75680000E+02	-4.15848730E+01	-5.11900721E+01	-6.69126998E+01	-9.25701715E+01	-6.49293300E+01	-5.50438310E+01	
-1.75644000E+02	-4.15986275E+01	-5.11905980E+01	-6.68309778E+01	-9.25705504E+01	-6.49408567E+01	-5.50434579E+01	
-1.75608000E+02	-4.16124718E+01	-5.11911041E+01	-6.67499482E+01	-9.25708921E+01	-6.49523953E+01	-5.50430838E+01	
-1.75572000E+02	-4.16263956E+01	-5.11916559E+01	-6.66695980E+01	-9.25711939E+01	-6.49639525E+01	-5.50427078E+01	
-1.75536000E+02	-4.16403864E+01	-5.11922411E+01	-6.65898844E+01	-9.25714583E+01	-6.49755296E+01	-5.50423322E+01	
-1.75500000E+02	-4.16544591E+01	-5.11928590E+01	-6.65108649E+01	-9.25716853E+01	-6.49871125E+01	-5.50419672E+01	
-1.75464000E+02	-4.16686129E+01	-5.11935095E+01	-6.64324348E+01	-9.25718734E+01	-6.49987144E+01	-5.50416068E+01	
-1.75428000E+02	-4.16828413E+01	-5.11941392E+01	-6.63546678E+01	-9.25720272E+01	-6.50103305E+01	-5.50412576E+01	
-1.75392000E+02	-4.16971401E+01	-5.11948122E+01	-6.62775049E+01	-9.25721408E+01	-6.50219623E+01	-5.50409072E+01	
-1.75356000E+02	-4.17115121E+01	-5.11955096E+01	-6.62009819E+01	-9.25722182E+01	-6.50336115E+01	-5.50405632E+01	
-1.75320000E+02	-4.17259710E+01	-5.11962493E+01	-6.61250174E+01	-9.25722552E+01	-6.50452759E+01	-5.50402209E+01	
-1.75284000E+02	-4.17404971E+01	-5.11969977E+01	-6.60496881E+01	-9.25722537E+01	-6.50569544E+01	-5.50398786E+01	
-1.75248000E+02	-4.17550912E+01	-5.11977772E+01	-6.59749170E+01	-9.25722149E+01	-6.50686508E+01	-5.50395573E+01	
-1.75212000E+02	-4.17697559E+01	-5.11985755E+01	-6.59007339E+01	-9.25721338E+01	-6.50803639E+01	-5.50392245E+01	
-1.75176000E+02	-4.17845147E+01	-5.11994048E+01	-6.58271088E+01	-9.25720170E+01	-6.50920898E+01	-5.50388997E+01	
-1.75140000E+02	-4.17993437E+01	-5.12002552E+01	-6.57540478E+01	-9.25718616E+01	-6.51038315E+01	-5.50385821E+01	
-1.75104000E+02	-4.18142201E+01	-5.12011305E+01	-6.56815387E+01	-9.25716682E+01	-6.51155852E+01	-5.50382732E+01	
-1.75068000E+02	-4.18291904E+01	-5.12019969E+01	-6.56095642E+01	-9.25714373E+01	-6.51273589E+01	-5.50379670E+01	
-1.75032000E+02	-4.18442386E+01	-5.12029398E+01	-6.55381208E+01	-9.25711720E+01	-6.51391447E+01	-5.50376627E+01	
-1.74996000E+02	-4.18593452E+01	-5.12038654E+01	-6.54672321E+01	-9.25708662E+01	-6.51509610E+01	-5.50373682E+01	
-1.74960000E+02	-4.18745274E+01	-5.12048190E+01	-6.53968461E+01	-9.25705174E+01	-6.51627872E+01	-5.50370728E+01	
-1.74924000E+02	-4.18897896E+01	-5.12058477E+01	-6.53269554E+01	-9.25701329E+01	-6.51746231E+01	-5.50367823E+01	
-1.74888000E+02	-4.19051253E+01	-5.12068755E+01	-6.52575865E+01	-9.25697128E+01	-6.51864746E+01	-5.50364914E+01	
-1.74852000E+02	-4.19205172E+01	-5.12079141E+01	-6.51887136E+01	-9.25692534E+01	-6.51983510E+01	-5.50362099E+01	
-1.74816000E+02	-4.19359680E+01	-5.12089788E+01	-6.51203305E+01	-9.25687561E+01	-6.52102343E+01	-5.50359335E+01	
-1.74780000E+02	-4.19515185E+01	-5.12100620E+01	-6.50524301E+01	-9.25682210E+01	-6.52221309E+01	-5.50356653E+01	
-1.74744000E+02	-4.19671091E+01	-5.12111977E+01	-6.49850162E+01	-9.25676457E+01	-6.52340513E+01	-5.50353924E+01	
-1.74708000E+02	-4.19827999E+01	-5.12123187E+01	-6.49180538E+01	-9.25670324E+01	-6.52459853E+01	-5.50351325E+01	
-1.74672000E+02	-4.19985615E+01	-5.12135023E+01	-6.48515766E+01	-9.25663842E+01	-6.52579425E+01	-5.50348751E+01	
-1.74636000E+02	-4.20143726E+01	-5.12146912E+01	-6.47855418E+01	-9.25656930E+01	-6.52699151E+01	-5.50346218E+01	
-1.74600000E+02	-4.20302660E+01	-5.12158974E+01	-6.47199719E+01	-9.25649672E+01	-6.52818977E+01	-5.50343670E+01	
-1.74564000E+02	-4.20462113E+01	-5.12171312E+01	-6.46548270E+01	-9.25642005E+01	-6.52939027E+01	-5.50341206E+01	
-1.74528000E+02	-4.20622250E+01	-5.12183958E+01	-6.45901362E+01	-9.25634011E+01	-6.53059211E+01	-5.50338892E+01	
-1.74492000E+02	-4.20783214E+01	-5.12196923E+01	-6.45258769E+01	-9.25625615E+01	-6.53179580E+01	-5.50336531E+01	
-1.74456000E+02	-4.20944871E+01	-5.12210074E+01	-6.44620641E+01	-9.25616843E+01	-6.53300108E+01	-5.50334207E+01	
-1.74420000E+02	-4.21107116E+01	-5.12223549E+01	-6.43986598E+01	-9.25607701E+01	-6.53420845E+01	-5.50331974E+01	
-1.74384000E+02	-4.21269893E+01	-5.12237215E+01	-6.43356722E+01	-9.25598131E+01	-6.53541731E+01	-5.50329733E+01	
-1.74348000E+02	-4.21433547E+01	-5.12251135E+01	-6.42731056E+01	-9.25588258E+01	-6.53662752E+01	-5.50327560E+01	
-1.74312000E+02	-4.21597968E+01	-5.12265037E+01	-6.42109083E+01	-9.25577921E+01	-6.53783946E+01	-5.50325335E+01	
-1.74276000E+02	-4.21762884E+01	-5.12279385E+01	-6.41491453E+01	-9.25567281E+01	-6.53905373E+01	-5.50323274E+01	
-1.74240000E+02	-4.21928514E+01	-5.12293818E+01	-6.40877791E+01	-9.25556226E+01	-6.54026937E+01	-5.50321256E+01	
-1.74204000E+02	-4.22094566E+01	-5.12308495E+01	-6.40267846E+01	-9.25544814E+01	-6.54148660E+01	-5.50319231E+01	
-1.74168000E+02	-4.22261820E+01	-5.12323601E+01	-6.39661841E+01	-9.25533016E+01	-6.54270551E+01	-5.50317287E+01	
-1.74132000E+02	-4.22429269E+01	-5.12338655E+01	-6.39059732E+01	-9.25520845E+01	-6.54392614E+01	-5.50315402E+01	
-1.74096000E+02	-4.22597583E+01	-5.12354202E+01	-6.38461460E+01	-9.25508332E+01	-6.54514871E+01	-5.50313501E+01	
-1.74060000E+02	-4.22766184E+01	-5.12370075E+01	-6.37866827E+01	-9.25495451E+01	-6.54637322E+01	-5.50311713E+01	
-1.74024000E+02	-4.22935635E+01	-5.12386055E+01	-6.37275941E+01	-9.25482189E+01	-6.54759859E+01	-5.50309900E+01	
-1.73988000E+02	-4.23105820E+01	-5.12401919E+01	-6.36688609E+01	-9.25468518E+01	-6.54882700E+01	-5.50308184E+01	
-1.73952000E+02	-4.23276633E+01	-5.12418120E+01	-6.36104827E+01	-9.25454517E+01	-6.55005675E+01	-5.50306583E+01	
-1.73916000E+02	-4.23448157E+01	-5.12434893E+01	-6.35524567E+01	-9.25440123E+01	-6.55128746E+01	-5.50304921E+01	
-1.73880000E+02	-4.23620396E+01	-5.12451866E+01	-6.34947839E+01	-9.25425373E+01	-6.55252083E+01	-5.50303421E+01	
-1.73844000E+02	-4.23793078E+01	-5.12469023E+01	-6.34374687E+01	-9.25410283E+01	-6.55375604E+01	-5.50301862E+01	
-1.73808000E+02	-4.23966307E+01	-5.12486352E+01	-6.33805017E+01	-9.25394794E+01	-6.55499288E+01	-5.50300332E+01	
-1.73772000E+02	-4.24140049E+01	-5.12503809E+01	-6.33238599E+01	-9.25379001E+01	-6.55623102E+01	-5.50298839E+01	
-1.73736000E+02	-4.24314689E+01	-5.12521630E+01	-6.32675668E+01	-9.25362784E+01	-6.55747108E+01	-5.50297477E+01	
-1.73700000E+02	-4.24489969E+01	-5.12539658E+01	-6.32115681E+01	-9.25346231E+01	-6.55871350E+01	-5.50296131E+01	
-1.73664000E+02	-4.24665692E+01	-5.12557780E+01	-6.31559235E+01	-9.25329322E+01	-6.55995736E+01	-5.50294837E+01	
-1.73628000E+02	-4.24842194E+01	-5.12576272E+01	-6.31005881E+01	-9.25312043E+01	-6.56120253E+01	-5.50293541E+01	
-1.73592000E+02	-4.25018984E+01	-5.12594739E+01	-6.30455963E+01	-9.25294391E+01	-6.56245027E+01	-5.50292433E+01	
-1.73556000E+02	-4.25196694E+01	-5.12613745E+01	-6.29909092E+01	-9.25276426E+01	-6.56369988E+01	-5.50291241E+01	
-1.73520000E+02	-4.25375007E+01	-5.12632922E+01	-6.29365338E+01	-9.25258077E+01	-6.56495121E+01	-5.50290128E+01	
-1.73484000E+02	-4.25553835E+01	-5.12652330E+01	-6.28824608E+01	-9.25239380E+01	-6.56620439E+01	-5.50289071E+01	
-1.73448000E+02	-4.25732931E+01	-5.12671581E+01	-6.28287042E+01	-9.25220359E+01	-6.56745928E+01	-5.50287985E+01	
-1.73412000E+02	-4.25913223E+01	-5.12691378E+01	-6.27752464E+01	-9.25200956E+01	-6.56871601E+01	-5.50287085E+01	
-1.73376000E+02	-4.26093721E+01	-5.12711623E+01	-6.27220858E+01	-9.25181220E+01	-6.56997414E+01	-5.50286163E+01	
-1.73340000E+02	-4.26275104E+01	-5.12731865E+01	-6.26692226E+01	-9.25161099E+01	-6.57123481E+01	-5.50285280E+01	
-1.73304000E+02	-4.26456721E+01	-5.12752344E+01	-6.26166449E+01	-9.25140683E+01	-6.57249739E+01	-5.50284418E+01	
-1.73268000E+02	-4.26639319E+01	-5.12772803E+01	-6.25643629E+01	-9.25119914E+01	-6.57376184E+01	-5.50283639E+01	
-1.73232000E+02	-4.26822191E+01	-5.12793657E+01	-6.25123862E+01	-9.25098802E+01	-6.57502741E+01	-5.50282945E+01	
-1.73196000E+02	-4.27005427E+01	-5.12814854E+01	-6.24606710E+01	-9.25077333E+01	-6.57629592E+01	-5.50282291E+01	
