Far field
"Plane Wave Phi"[deg]	"1Bladde3D_Plastic_V2_er7_oneside261PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside263PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside250PEC [dBsm]"	"1Bladde3D_all_er5 [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside256PEC [dBsm]"	"1Bladde3D_Plastic_V2_er7_oneside251_259_260PEC [dBsm]"	
-1.11996000E+02	-5.64461943E+01	-5.11991225E+01	-7.25018932E+01	-1.00017735E+02	-8.79983358E+01	-8.60330147E+01	
-1.11960000E+02	-5.64762204E+01	-5.12051253E+01	-7.25168006E+01	-1.00033879E+02	-8.79933479E+01	-8.60563589E+01	
-1.11924000E+02	-5.65057036E+01	-5.12111273E+01	-7.25320086E+01	-1.00049833E+02	-8.79883357E+01	-8.60798808E+01	
-1.11888000E+02	-5.65346343E+01	-5.12171423E+01	-7.25474848E+01	-1.00065590E+02	-8.79832923E+01	-8.61035682E+01	
-1.11852000E+02	-5.65630168E+01	-5.12231530E+01	-7.25632252E+01	-1.00081143E+02	-8.79782231E+01	-8.61274315E+01	
-1.11816000E+02	-5.65908833E+01	-5.12291785E+01	-7.25792399E+01	-1.00096488E+02	-8.79731281E+01	-8.61514724E+01	
-1.11780000E+02	-5.66181314E+01	-5.12352079E+01	-7.25955838E+01	-1.00111616E+02	-8.79680011E+01	-8.61756658E+01	
-1.11744000E+02	-5.66448553E+01	-5.12412360E+01	-7.26121783E+01	-1.00126523E+02	-8.79628494E+01	-8.62000383E+01	
-1.11708000E+02	-5.66709623E+01	-5.12472726E+01	-7.26290968E+01	-1.00141200E+02	-8.79576640E+01	-8.62245776E+01	
-1.11672000E+02	-5.66965149E+01	-5.12533180E+01	-7.26462489E+01	-1.00155641E+02	-8.79524501E+01	-8.62492825E+01	
-1.11636000E+02	-5.67214885E+01	-5.12593639E+01	-7.26637215E+01	-1.00169842E+02	-8.79472092E+01	-8.62741447E+01	
-1.11600000E+02	-5.67458868E+01	-5.12654205E+01	-7.26814442E+01	-1.00183794E+02	-8.79419357E+01	-8.62991703E+01	
-1.11564000E+02	-5.67696202E+01	-5.12714757E+01	-7.26994480E+01	-1.00197491E+02	-8.79366289E+01	-8.63243506E+01	
-1.11528000E+02	-5.67927972E+01	-5.12775392E+01	-7.27176872E+01	-1.00210928E+02	-8.79312972E+01	-8.63496879E+01	
-1.11492000E+02	-5.68153127E+01	-5.12836087E+01	-7.27362462E+01	-1.00224096E+02	-8.79259312E+01	-8.63751760E+01	
-1.11456000E+02	-5.68373680E+01	-5.12896858E+01	-7.27550370E+01	-1.00236992E+02	-8.79205291E+01	-8.64008178E+01	
-1.11420000E+02	-5.68586786E+01	-5.12957624E+01	-7.27740964E+01	-1.00249608E+02	-8.79150952E+01	-8.64266081E+01	
-1.11384000E+02	-5.68793807E+01	-5.13018511E+01	-7.27934028E+01	-1.00261938E+02	-8.79096314E+01	-8.64525416E+01	
-1.11348000E+02	-5.68995070E+01	-5.13079430E+01	-7.28129530E+01	-1.00273976E+02	-8.79041358E+01	-8.64786179E+01	
-1.11312000E+02	-5.69189660E+01	-5.13140397E+01	-7.28327490E+01	-1.00285716E+02	-8.78986056E+01	-8.65048385E+01	
-1.11276000E+02	-5.69378199E+01	-5.13201413E+01	-7.28528244E+01	-1.00297153E+02	-8.78930395E+01	-8.65311922E+01	
-1.11240000E+02	-5.69559262E+01	-5.13262490E+01	-7.28731677E+01	-1.00308280E+02	-8.78874387E+01	-8.65576904E+01	
-1.11204000E+02	-5.69735481E+01	-5.13323620E+01	-7.28936696E+01	-1.00319091E+02	-8.78818037E+01	-8.65843163E+01	
-1.11168000E+02	-5.69904787E+01	-5.13384829E+01	-7.29144651E+01	-1.00329580E+02	-8.78761382E+01	-8.66110692E+01	
-1.11132000E+02	-5.70067464E+01	-5.13446064E+01	-7.29354918E+01	-1.00339743E+02	-8.78704318E+01	-8.66379538E+01	
-1.11096000E+02	-5.70224214E+01	-5.13507361E+01	-7.29567199E+01	-1.00349573E+02	-8.78646933E+01	-8.66649628E+01	
-1.11060000E+02	-5.70374460E+01	-5.13568693E+01	-7.29782317E+01	-1.00359065E+02	-8.78589216E+01	-8.66920983E+01	
-1.11024000E+02	-5.70518587E+01	-5.13630105E+01	-7.29999221E+01	-1.00368215E+02	-8.78531166E+01	-8.67193383E+01	
-1.10988000E+02	-5.70656098E+01	-5.13691533E+01	-7.30218230E+01	-1.00377016E+02	-8.78472770E+01	-8.67466949E+01	
-1.10952000E+02	-5.70787740E+01	-5.13753058E+01	-7.30440040E+01	-1.00385464E+02	-8.78413994E+01	-8.67741576E+01	
-1.10916000E+02	-5.70912271E+01	-5.13814645E+01	-7.30663437E+01	-1.00393554E+02	-8.78354861E+01	-8.68017339E+01	
-1.10880000E+02	-5.71030400E+01	-5.13876255E+01	-7.30889110E+01	-1.00401281E+02	-8.78295302E+01	-8.68294110E+01	
-1.10844000E+02	-5.71142470E+01	-5.13937933E+01	-7.31116318E+01	-1.00408641E+02	-8.78235467E+01	-8.68571830E+01	
-1.10808000E+02	-5.71248109E+01	-5.13999648E+01	-7.31345951E+01	-1.00415628E+02	-8.78175213E+01	-8.68850624E+01	
-1.10772000E+02	-5.71347751E+01	-5.14061428E+01	-7.31577743E+01	-1.00422239E+02	-8.78114597E+01	-8.69130169E+01	
-1.10736000E+02	-5.71440877E+01	-5.14123263E+01	-7.31810804E+01	-1.00428469E+02	-8.78053614E+01	-8.69410723E+01	
-1.10700000E+02	-5.71528026E+01	-5.14185155E+01	-7.32046233E+01	-1.00434315E+02	-8.77992260E+01	-8.69692098E+01	
-1.10664000E+02	-5.71608488E+01	-5.14247043E+01	-7.32283628E+01	-1.00439772E+02	-8.77930566E+01	-8.69974270E+01	
-1.10628000E+02	-5.71683042E+01	-5.14309053E+01	-7.32521864E+01	-1.00444836E+02	-8.77868442E+01	-8.70257153E+01	
-1.10592000E+02	-5.71751373E+01	-5.14371103E+01	-7.32762642E+01	-1.00449505E+02	-8.77805993E+01	-8.70540765E+01	
-1.10556000E+02	-5.71814390E+01	-5.14433217E+01	-7.33004641E+01	-1.00453775E+02	-8.77743149E+01	-8.70824989E+01	
-1.10520000E+02	-5.71870427E+01	-5.14495366E+01	-7.33248725E+01	-1.00457643E+02	-8.77679977E+01	-8.71109829E+01	
-1.10484000E+02	-5.71922000E+01	-5.14557579E+01	-7.33493547E+01	-1.00461106E+02	-8.77616373E+01	-8.71395200E+01	
-1.10448000E+02	-5.71965951E+01	-5.14619844E+01	-7.33740326E+01	-1.00464162E+02	-8.77552397E+01	-8.71681082E+01	
-1.10412000E+02	-5.72004808E+01	-5.14682144E+01	-7.33988700E+01	-1.00466807E+02	-8.77488078E+01	-8.71967444E+01	
-1.10376000E+02	-5.72038110E+01	-5.14744535E+01	-7.34238095E+01	-1.00469038E+02	-8.77423382E+01	-8.72254266E+01	
-1.10340000E+02	-5.72065121E+01	-5.14806932E+01	-7.34488333E+01	-1.00470855E+02	-8.77358321E+01	-8.72541414E+01	
-1.10304000E+02	-5.72087220E+01	-5.14869383E+01	-7.34740963E+01	-1.00472255E+02	-8.77292848E+01	-8.72828821E+01	
-1.10268000E+02	-5.72102108E+01	-5.14931934E+01	-7.34993843E+01	-1.00473237E+02	-8.77227046E+01	-8.73116467E+01	
-1.10232000E+02	-5.72113072E+01	-5.14994519E+01	-7.35248144E+01	-1.00473799E+02	-8.77160843E+01	-8.73404372E+01	
-1.10196000E+02	-5.72116977E+01	-5.15057131E+01	-7.35503126E+01	-1.00473940E+02	-8.77094297E+01	-8.73692333E+01	
-1.10160000E+02	-5.72117039E+01	-5.15119837E+01	-7.35759812E+01	-1.00473657E+02	-8.77027297E+01	-8.73980414E+01	
-1.10124000E+02	-5.72111684E+01	-5.15182576E+01	-7.36017035E+01	-1.00472952E+02	-8.76959981E+01	-8.74268447E+01	
-1.10088000E+02	-5.72100518E+01	-5.15245354E+01	-7.36274444E+01	-1.00471822E+02	-8.76892319E+01	-8.74556523E+01	
-1.10052000E+02	-5.72084253E+01	-5.15308232E+01	-7.36532817E+01	-1.00470269E+02	-8.76824258E+01	-8.74844384E+01	
-1.10016000E+02	-5.72062122E+01	-5.15371127E+01	-7.36792113E+01	-1.00468290E+02	-8.76755842E+01	-8.75132179E+01	
-1.09980000E+02	-5.72036135E+01	-5.15434077E+01	-7.37051652E+01	-1.00465887E+02	-8.76687041E+01	-8.75419646E+01	
-1.09944000E+02	-5.72004426E+01	-5.15497095E+01	-7.37312093E+01	-1.00463061E+02	-8.76617891E+01	-8.75706858E+01	
-1.09908000E+02	-5.71968422E+01	-5.15560143E+01	-7.37572857E+01	-1.00459809E+02	-8.76548369E+01	-8.75993662E+01	
-1.09872000E+02	-5.71927685E+01	-5.15623261E+01	-7.37833852E+01	-1.00456134E+02	-8.76478527E+01	-8.76279988E+01	
-1.09836000E+02	-5.71882661E+01	-5.15686446E+01	-7.38094801E+01	-1.00452038E+02	-8.76408241E+01	-8.76565901E+01	
-1.09800000E+02	-5.71831746E+01	-5.15749656E+01	-7.38356215E+01	-1.00447520E+02	-8.76337629E+01	-8.76851182E+01	
-1.09764000E+02	-5.71776576E+01	-5.15812920E+01	-7.38617134E+01	-1.00442583E+02	-8.76266718E+01	-8.77135823E+01	
-1.09728000E+02	-5.71718682E+01	-5.15876224E+01	-7.38878597E+01	-1.00437227E+02	-8.76195391E+01	-8.77419680E+01	
-1.09692000E+02	-5.71654666E+01	-5.15939604E+01	-7.39139367E+01	-1.00431455E+02	-8.76123714E+01	-8.77702815E+01	
-1.09656000E+02	-5.71587807E+01	-5.16003033E+01	-7.39400567E+01	-1.00425268E+02	-8.76051675E+01	-8.77985051E+01	
-1.09620000E+02	-5.71517091E+01	-5.16066513E+01	-7.39661047E+01	-1.00418670E+02	-8.75979267E+01	-8.78266346E+01	
-1.09584000E+02	-5.71441422E+01	-5.16130058E+01	-7.39920948E+01	-1.00411662E+02	-8.75906516E+01	-8.78546646E+01	
-1.09548000E+02	-5.71361012E+01	-5.16193669E+01	-7.40181083E+01	-1.00404247E+02	-8.75833442E+01	-8.78825805E+01	
-1.09512000E+02	-5.71278799E+01	-5.16257294E+01	-7.40439222E+01	-1.00396427E+02	-8.75760038E+01	-8.79103769E+01	
-1.09476000E+02	-5.71191961E+01	-5.16321024E+01	-7.40697444E+01	-1.00388206E+02	-8.75686273E+01	-8.79380475E+01	
-1.09440000E+02	-5.71101662E+01	-5.16384825E+01	-7.40954052E+01	-1.00379588E+02	-8.75612196E+01	-8.79655827E+01	
-1.09404000E+02	-5.71007332E+01	-5.16448607E+01	-7.41210193E+01	-1.00370576E+02	-8.75537800E+01	-8.79929808E+01	
-1.09368000E+02	-5.70910098E+01	-5.16512481E+01	-7.41465636E+01	-1.00361173E+02	-8.75463054E+01	-8.80202185E+01	
-1.09332000E+02	-5.70810032E+01	-5.16576409E+01	-7.41719414E+01	-1.00351382E+02	-8.75388007E+01	-8.80472974E+01	
-1.09296000E+02	-5.70705751E+01	-5.16640397E+01	-7.41971591E+01	-1.00341209E+02	-8.75312637E+01	-8.80742066E+01	
-1.09260000E+02	-5.70599038E+01	-5.16704410E+01	-7.42222310E+01	-1.00330657E+02	-8.75236952E+01	-8.81009476E+01	
-1.09224000E+02	-5.70489927E+01	-5.16768489E+01	-7.42471895E+01	-1.00319730E+02	-8.75160920E+01	-8.81274949E+01	
-1.09188000E+02	-5.70377613E+01	-5.16832593E+01	-7.42719075E+01	-1.00308433E+02	-8.75084566E+01	-8.81538520E+01	
-1.09152000E+02	-5.70261663E+01	-5.16896803E+01	-7.42965042E+01	-1.00296772E+02	-8.75007926E+01	-8.81800015E+01	
-1.09116000E+02	-5.70143666E+01	-5.16961076E+01	-7.43208716E+01	-1.00284750E+02	-8.74931008E+01	-8.82059444E+01	
-1.09080000E+02	-5.70022357E+01	-5.17025375E+01	-7.43450709E+01	-1.00272373E+02	-8.74853791E+01	-8.82316602E+01	
-1.09044000E+02	-5.69899686E+01	-5.17089759E+01	-7.43689947E+01	-1.00259646E+02	-8.74776274E+01	-8.82571515E+01	
-1.09008000E+02	-5.69774588E+01	-5.17154156E+01	-7.43927252E+01	-1.00246573E+02	-8.74698441E+01	-8.82823985E+01	
-1.08972000E+02	-5.69646311E+01	-5.17218647E+01	-7.44161556E+01	-1.00233162E+02	-8.74620294E+01	-8.83074056E+01	
-1.08936000E+02	-5.69516173E+01	-5.17283128E+01	-7.44393555E+01	-1.00219417E+02	-8.74541969E+01	-8.83321463E+01	
-1.08900000E+02	-5.69383650E+01	-5.17347707E+01	-7.44622528E+01	-1.00205343E+02	-8.74463327E+01	-8.83566283E+01	
-1.08864000E+02	-5.69248770E+01	-5.17412378E+01	-7.44848675E+01	-1.00190947E+02	-8.74384427E+01	-8.83808367E+01	
-1.08828000E+02	-5.69113218E+01	-5.17477041E+01	-7.45072342E+01	-1.00176236E+02	-8.74305200E+01	-8.84047511E+01	
-1.08792000E+02	-5.68974991E+01	-5.17541782E+01	-7.45292185E+01	-1.00161215E+02	-8.74225739E+01	-8.84283722E+01	
-1.08756000E+02	-5.68835341E+01	-5.17606571E+01	-7.45508710E+01	-1.00145888E+02	-8.74146079E+01	-8.84516964E+01	
-1.08720000E+02	-5.68693386E+01	-5.17671444E+01	-7.45722378E+01	-1.00130265E+02	-8.74066108E+01	-8.84747096E+01	
-1.08684000E+02	-5.68550085E+01	-5.17736353E+01	-7.45932008E+01	-1.00114350E+02	-8.73985881E+01	-8.84973980E+01	
-1.08648000E+02	-5.68405535E+01	-5.17801295E+01	-7.46137572E+01	-1.00098149E+02	-8.73905446E+01	-8.85197591E+01	
-1.08612000E+02	-5.68259995E+01	-5.17866336E+01	-7.46339156E+01	-1.00081671E+02	-8.73824692E+01	-8.85417841E+01	
-1.08576000E+02	-5.68111738E+01	-5.17931430E+01	-7.46537005E+01	-1.00064920E+02	-8.73743815E+01	-8.85634643E+01	
-1.08540000E+02	-5.67963402E+01	-5.17996544E+01	-7.46730028E+01	-1.00047902E+02	-8.73662724E+01	-8.85847761E+01	
-1.08504000E+02	-5.67813944E+01	-5.18061746E+01	-7.46920086E+01	-1.00030628E+02	-8.73581347E+01	-8.86057337E+01	
-1.08468000E+02	-5.67663235E+01	-5.18126994E+01	-7.47104492E+01	-1.00013101E+02	-8.73499806E+01	-8.86263137E+01	
-1.08432000E+02	-5.67511254E+01	-5.18192308E+01	-7.47284628E+01	-9.99953298E+01	-8.73418028E+01	-8.86465065E+01	
-1.08396000E+02	-5.67358482E+01	-5.18257676E+01	-7.47459824E+01	-9.99773202E+01	-8.73336066E+01	-8.86663141E+01	
-1.08360000E+02	-5.67204579E+01	-5.18323067E+01	-7.47630255E+01	-9.99590792E+01	-8.73253928E+01	-8.86857176E+01	
-1.08324000E+02	-5.67050582E+01	-5.18388545E+01	-7.47795445E+01	-9.99406138E+01	-8.73171584E+01	-8.87047109E+01	
-1.08288000E+02	-5.66895393E+01	-5.18454061E+01	-7.47955278E+01	-9.99219312E+01	-8.73089049E+01	-8.87232867E+01	
-1.08252000E+02	-5.66739673E+01	-5.18519664E+01	-7.48110678E+01	-9.99030390E+01	-8.73006301E+01	-8.87414412E+01	
-1.08216000E+02	-5.66583732E+01	-5.18585315E+01	-7.48259958E+01	-9.98839437E+01	-8.72923425E+01	-8.87591586E+01	
-1.08180000E+02	-5.66427871E+01	-5.18651016E+01	-7.48403577E+01	-9.98646522E+01	-8.72840387E+01	-8.87764383E+01	
-1.08144000E+02	-5.66270296E+01	-5.18716792E+01	-7.48541485E+01	-9.98451717E+01	-8.72757149E+01	-8.87932677E+01	
-1.08108000E+02	-5.66112338E+01	-5.18782586E+01	-7.48673307E+01	-9.98255091E+01	-8.72673795E+01	-8.88096468E+01	
-1.08072000E+02	-5.65954687E+01	-5.18848450E+01	-7.48799747E+01	-9.98056721E+01	-8.72590325E+01	-8.88255651E+01	
-1.08036000E+02	-5.65796887E+01	-5.18914401E+01	-7.48919595E+01	-9.97856669E+01	-8.72506660E+01	-8.88410057E+01	
-1.08000000E+02	-5.65638637E+01	-5.18980374E+01	-7.49033428E+01	-9.97655003E+01	-8.72422884E+01	-8.88559705E+01	
-1.07964000E+02	-5.65480667E+01	-5.19046428E+01	-7.49140052E+01	-9.97451800E+01	-8.72338990E+01	-8.88704509E+01	
-1.07928000E+02	-5.65322735E+01	-5.19112529E+01	-7.49241088E+01	-9.97247133E+01	-8.72254968E+01	-8.88844444E+01	
-1.07892000E+02	-5.65164775E+01	-5.19178693E+01	-7.49335000E+01	-9.97041076E+01	-8.72170833E+01	-8.88979428E+01	
-1.07856000E+02	-5.65006780E+01	-5.19244923E+01	-7.49422350E+01	-9.96833689E+01	-8.72086629E+01	-8.89109423E+01	
-1.07820000E+02	-5.64848944E+01	-5.19311212E+01	-7.49502716E+01	-9.96625055E+01	-8.72002309E+01	-8.89234334E+01	
-1.07784000E+02	-5.64692238E+01	-5.19377571E+01	-7.49576067E+01	-9.96415234E+01	-8.71917876E+01	-8.89354123E+01	
-1.07748000E+02	-5.64534936E+01	-5.19443934E+01	-7.49642133E+01	-9.96204287E+01	-8.71833358E+01	-8.89468703E+01	
-1.07712000E+02	-5.64378168E+01	-5.19510393E+01	-7.49701346E+01	-9.95992298E+01	-8.71748777E+01	-8.89578041E+01	
-1.07676000E+02	-5.64221770E+01	-5.19576886E+01	-7.49753534E+01	-9.95779329E+01	-8.71664115E+01	-8.89682066E+01	
-1.07640000E+02	-5.64065633E+01	-5.19643459E+01	-7.49798768E+01	-9.95565448E+01	-8.71579392E+01	-8.89780809E+01	
-1.07604000E+02	-5.63910228E+01	-5.19710122E+01	-7.49835163E+01	-9.95350718E+01	-8.71494641E+01	-8.89874182E+01	
-1.07568000E+02	-5.63755242E+01	-5.19776769E+01	-7.49864649E+01	-9.95135222E+01	-8.71409805E+01	-8.89962206E+01	
-1.07532000E+02	-5.63599728E+01	-5.19843517E+01	-7.49887755E+01	-9.94919011E+01	-8.71324897E+01	-8.90044804E+01	
-1.07496000E+02	-5.63446504E+01	-5.19910381E+01	-7.49902332E+01	-9.94702158E+01	-8.71239995E+01	-8.90121914E+01	
-1.07460000E+02	-5.63294185E+01	-5.19977246E+01	-7.49908372E+01	-9.94484732E+01	-8.71155077E+01	-8.90193552E+01	
-1.07424000E+02	-5.63141963E+01	-5.20044166E+01	-7.49907652E+01	-9.94266788E+01	-8.71070128E+01	-8.90259657E+01	
-1.07388000E+02	-5.62990600E+01	-5.20111153E+01	-7.49898696E+01	-9.94048401E+01	-8.70985145E+01	-8.90320144E+01	
-1.07352000E+02	-5.62839851E+01	-5.20178229E+01	-7.49881336E+01	-9.93829628E+01	-8.70900206E+01	-8.90375168E+01	
-1.07316000E+02	-5.62691344E+01	-5.20245297E+01	-7.49856897E+01	-9.93610538E+01	-8.70815244E+01	-8.90424687E+01	
-1.07280000E+02	-5.62542546E+01	-5.20312485E+01	-7.49824736E+01	-9.93391190E+01	-8.70730267E+01	-8.90468517E+01	
-1.07244000E+02	-5.62395054E+01	-5.20379734E+01	-7.49783976E+01	-9.93171647E+01	-8.70645321E+01	-8.90506833E+01	
-1.07208000E+02	-5.62248507E+01	-5.20446999E+01	-7.49735472E+01	-9.92951979E+01	-8.70560468E+01	-8.90539582E+01	
-1.07172000E+02	-5.62103076E+01	-5.20514343E+01	-7.49678369E+01	-9.92732231E+01	-8.70475568E+01	-8.90566624E+01	
-1.07136000E+02	-5.61958135E+01	-5.20581780E+01	-7.49613452E+01	-9.92512477E+01	-8.70390717E+01	-8.90588222E+01	
-1.07100000E+02	-5.61815040E+01	-5.20649273E+01	-7.49540732E+01	-9.92292773E+01	-8.70305899E+01	-8.90604197E+01	
-1.07064000E+02	-5.61673415E+01	-5.20716780E+01	-7.49459886E+01	-9.92073178E+01	-8.70221131E+01	-8.90614553E+01	
-1.07028000E+02	-5.61532763E+01	-5.20784400E+01	-7.49371344E+01	-9.91853745E+01	-8.70136407E+01	-8.90619429E+01	
-1.06992000E+02	-5.61392892E+01	-5.20852023E+01	-7.49274108E+01	-9.91634537E+01	-8.70051795E+01	-8.90618756E+01	
-1.06956000E+02	-5.61254211E+01	-5.20919755E+01	-7.49168856E+01	-9.91415608E+01	-8.69967234E+01	-8.90612572E+01	
-1.06920000E+02	-5.61117748E+01	-5.20987568E+01	-7.49056213E+01	-9.91197019E+01	-8.69882784E+01	-8.90600898E+01	
-1.06884000E+02	-5.60981684E+01	-5.21055404E+01	-7.48935257E+01	-9.90978821E+01	-8.69798393E+01	-8.90583776E+01	
-1.06848000E+02	-5.60847252E+01	-5.21123309E+01	-7.48806641E+01	-9.90761072E+01	-8.69714115E+01	-8.90561229E+01	
-1.06812000E+02	-5.60714112E+01	-5.21191295E+01	-7.48669853E+01	-9.90543819E+01	-8.69629920E+01	-8.90533301E+01	
-1.06776000E+02	-5.60582502E+01	-5.21259362E+01	-7.48525613E+01	-9.90327121E+01	-8.69545863E+01	-8.90499926E+01	
-1.06740000E+02	-5.60452193E+01	-5.21327482E+01	-7.48372819E+01	-9.90111037E+01	-8.69461897E+01	-8.90461300E+01	
-1.06704000E+02	-5.60323811E+01	-5.21395614E+01	-7.48213542E+01	-9.89895608E+01	-8.69378044E+01	-8.90417402E+01	
-1.06668000E+02	-5.60196610E+01	-5.21463893E+01	-7.48045243E+01	-9.89680893E+01	-8.69294397E+01	-8.90368328E+01	
-1.06632000E+02	-5.60070257E+01	-5.21532176E+01	-7.47870000E+01	-9.89466943E+01	-8.69210890E+01	-8.90314023E+01	
-1.06596000E+02	-5.59946426E+01	-5.21600503E+01	-7.47687696E+01	-9.89253797E+01	-8.69127467E+01	-8.90254644E+01	
-1.06560000E+02	-5.59824583E+01	-5.21668932E+01	-7.47497326E+01	-9.89041513E+01	-8.69044177E+01	-8.90190174E+01	
-1.06524000E+02	-5.59703294E+01	-5.21737397E+01	-7.47299936E+01	-9.88830141E+01	-8.68961120E+01	-8.90120680E+01	
-1.06488000E+02	-5.59584436E+01	-5.21805961E+01	-7.47095036E+01	-9.88619727E+01	-8.68878218E+01	-8.90046238E+01	
-1.06452000E+02	-5.59466743E+01	-5.21874590E+01	-7.46883188E+01	-9.88410312E+01	-8.68795458E+01	-8.89966929E+01	
-1.06416000E+02	-5.59350665E+01	-5.21943262E+01	-7.46664410E+01	-9.88201946E+01	-8.68712919E+01	-8.89882854E+01	
-1.06380000E+02	-5.59237136E+01	-5.22011976E+01	-7.46438066E+01	-9.87994680E+01	-8.68630557E+01	-8.89794001E+01	
-1.06344000E+02	-5.59124490E+01	-5.22080822E+01	-7.46204810E+01	-9.87788559E+01	-8.68548355E+01	-8.89700401E+01	
-1.06308000E+02	-5.59014246E+01	-5.22149686E+01	-7.45965419E+01	-9.87583614E+01	-8.68466442E+01	-8.89602206E+01	
-1.06272000E+02	-5.58905522E+01	-5.22218629E+01	-7.45719614E+01	-9.87379903E+01	-8.68384633E+01	-8.89499472E+01	
-1.06236000E+02	-5.58798729E+01	-5.22287610E+01	-7.45466831E+01	-9.87177466E+01	-8.68303124E+01	-8.89392300E+01	
-1.06200000E+02	-5.58693645E+01	-5.22356737E+01	-7.45207719E+01	-9.86976348E+01	-8.68221776E+01	-8.89280766E+01	
-1.06164000E+02	-5.58590352E+01	-5.22425891E+01	-7.44942221E+01	-9.86776575E+01	-8.68140741E+01	-8.89164902E+01	
-1.06128000E+02	-5.58488412E+01	-5.22495089E+01	-7.44669955E+01	-9.86578204E+01	-8.68059919E+01	-8.89044898E+01	
-1.06092000E+02	-5.58388668E+01	-5.22564338E+01	-7.44392395E+01	-9.86381270E+01	-8.67979299E+01	-8.88920652E+01	
-1.06056000E+02	-5.58290362E+01	-5.22633683E+01	-7.44109113E+01	-9.86185821E+01	-8.67898939E+01	-8.88792465E+01	
-1.06020000E+02	-5.58194732E+01	-5.22703105E+01	-7.43819754E+01	-9.85991877E+01	-8.67818873E+01	-8.88660286E+01	
-1.05984000E+02	-5.58101133E+01	-5.22772615E+01	-7.43525160E+01	-9.85799489E+01	-8.67739065E+01	-8.88524263E+01	
-1.05948000E+02	-5.58008709E+01	-5.22842164E+01	-7.43224277E+01	-9.85608699E+01	-8.67659499E+01	-8.88384450E+01	
-1.05912000E+02	-5.57918526E+01	-5.22911764E+01	-7.42918367E+01	-9.85419530E+01	-8.67580291E+01	-8.88240921E+01	
-1.05876000E+02	-5.57830201E+01	-5.22981472E+01	-7.42607497E+01	-9.85232038E+01	-8.67501292E+01	-8.88093772E+01	
-1.05840000E+02	-5.57743600E+01	-5.23051242E+01	-7.42291254E+01	-9.85046237E+01	-8.67422600E+01	-8.87943181E+01	
-1.05804000E+02	-5.57659830E+01	-5.23121018E+01	-7.41970053E+01	-9.84862185E+01	-8.67344207E+01	-8.87789187E+01	
-1.05768000E+02	-5.57577594E+01	-5.23190963E+01	-7.41644826E+01	-9.84679913E+01	-8.67266166E+01	-8.87631856E+01	
-1.05732000E+02	-5.57497992E+01	-5.23260882E+01	-7.41314665E+01	-9.84499442E+01	-8.67188374E+01	-8.87471325E+01	
-1.05696000E+02	-5.57419258E+01	-5.23330893E+01	-7.40979104E+01	-9.84320813E+01	-8.67110950E+01	-8.87307676E+01	
-1.05660000E+02	-5.57343288E+01	-5.23400972E+01	-7.40639735E+01	-9.84144060E+01	-8.67033823E+01	-8.87141031E+01	
-1.05624000E+02	-5.57268657E+01	-5.23471142E+01	-7.40296164E+01	-9.83969219E+01	-8.66957039E+01	-8.86971404E+01	
-1.05588000E+02	-5.57196694E+01	-5.23541400E+01	-7.39948657E+01	-9.83796323E+01	-8.66880563E+01	-8.86799027E+01	
-1.05552000E+02	-5.57126334E+01	-5.23611714E+01	-7.39596670E+01	-9.83625397E+01	-8.66804399E+01	-8.86623879E+01	
-1.05516000E+02	-5.57058343E+01	-5.23682092E+01	-7.39240862E+01	-9.83456479E+01	-8.66728621E+01	-8.86446066E+01	
-1.05480000E+02	-5.56992617E+01	-5.23752524E+01	-7.38881698E+01	-9.83289592E+01	-8.66653247E+01	-8.86265680E+01	
-1.05444000E+02	-5.56928665E+01	-5.23823012E+01	-7.38519064E+01	-9.83124776E+01	-8.66578149E+01	-8.86082866E+01	
-1.05408000E+02	-5.56866815E+01	-5.23893607E+01	-7.38152724E+01	-9.82962058E+01	-8.66503488E+01	-8.85897717E+01	
-1.05372000E+02	-5.56807765E+01	-5.23964292E+01	-7.37782946E+01	-9.82801464E+01	-8.66429126E+01	-8.85710294E+01	
-1.05336000E+02	-5.56749821E+01	-5.24035019E+01	-7.37410772E+01	-9.82643028E+01	-8.66355201E+01	-8.85520717E+01	
-1.05300000E+02	-5.56694498E+01	-5.24105832E+01	-7.37034737E+01	-9.82486767E+01	-8.66281624E+01	-8.85329065E+01	
-1.05264000E+02	-5.56641644E+01	-5.24176715E+01	-7.36656334E+01	-9.82332728E+01	-8.66208456E+01	-8.85135448E+01	
-1.05228000E+02	-5.56591040E+01	-5.24247673E+01	-7.36275182E+01	-9.82180933E+01	-8.66135672E+01	-8.84940056E+01	
-1.05192000E+02	-5.56541280E+01	-5.24318673E+01	-7.35891242E+01	-9.82031400E+01	-8.66063288E+01	-8.84742834E+01	
-1.05156000E+02	-5.56495192E+01	-5.24389796E+01	-7.35505183E+01	-9.81884165E+01	-8.65991292E+01	-8.84543916E+01	
-1.05120000E+02	-5.56450990E+01	-5.24460946E+01	-7.35116914E+01	-9.81739252E+01	-8.65919716E+01	-8.84343419E+01	
-1.05084000E+02	-5.56408105E+01	-5.24532205E+01	-7.34725949E+01	-9.81596694E+01	-8.65848559E+01	-8.84141414E+01	
-1.05048000E+02	-5.56368049E+01	-5.24603505E+01	-7.34333559E+01	-9.81456507E+01	-8.65777781E+01	-8.83938014E+01	
